['closedAt'],['createdAt'],['title'],['url']
2016-11/11,2016-11/9,Request the algorithm references,https://github.com/cnr-isti-vclab/meshlab/issues/1
2016-11/15,2016-11/14,Compilation Error caused by gluBuild2DMipmaps,https://github.com/cnr-isti-vclab/meshlab/issues/2
2016-11/17,2016-11/15,About dialog missing,https://github.com/cnr-isti-vclab/meshlab/issues/3
2016-11/24,2016-11/16,Normal mapping shader crashes on osx,https://github.com/cnr-isti-vclab/meshlab/issues/4
2020-2/12,2016-11/17,vcglib as git submodule,https://github.com/cnr-isti-vclab/meshlab/issues/5
,2016-11/24,GLEW vs QOpenGLContext,https://github.com/cnr-isti-vclab/meshlab/issues/6
2017-4/14,2016-11/25,Delete Selected Vertices unexpected behaviour,https://github.com/cnr-isti-vclab/meshlab/issues/7
2016-12/7,2016-11/25,Selected vertices size,https://github.com/cnr-isti-vclab/meshlab/issues/8
2016-12/7,2016-12/1,The * (asterisk) on modified layer does not disappear when the layer is saved,https://github.com/cnr-isti-vclab/meshlab/issues/9
2016-12/1,2016-12/1,"Screened Poisson: if a single layer is merged, the layer matrix is ignored",https://github.com/cnr-isti-vclab/meshlab/issues/10
2016-12/7,2016-12/1,right-click to select layer is not working,https://github.com/cnr-isti-vclab/meshlab/issues/11
2016-12/15,2016-12/1,Alignment filter rendering problems,https://github.com/cnr-isti-vclab/meshlab/issues/12
2016-12/5,2016-12/5,io3ds plugin fail to compile/link on vs2015,https://github.com/cnr-isti-vclab/meshlab/issues/14
,2016-12/18,Voronoi Atlas texture param can generate non-disk regions,https://github.com/cnr-isti-vclab/meshlab/issues/15
2016-12/19,2016-12/19,Deterministic Crash on duplicate layer,https://github.com/cnr-isti-vclab/meshlab/issues/16
2020-8/29,2016-12/20,Sketchfab filter parameter is rooted in the mainwindow,https://github.com/cnr-isti-vclab/meshlab/issues/17
2020-6/19,2016-12/21,Missing string type in the evaluation framework,https://github.com/cnr-isti-vclab/meshlab/issues/18
2020-11/17,2016-12/22,GLError in splitting + duplicate layer on windows,https://github.com/cnr-isti-vclab/meshlab/issues/19
2016-12/23,2016-12/22,PickPoint Edit does does not work on osx,https://github.com/cnr-isti-vclab/meshlab/issues/20
2016-12/29,2016-12/23,Sketchfab private and isPublished parameters are not used,https://github.com/cnr-isti-vclab/meshlab/issues/21
2016-12/29,2016-12/23,"Sketchfab tags should include ""meshlab"" by default",https://github.com/cnr-isti-vclab/meshlab/issues/22
2016-12/29,2016-12/23,Sketchfab should not be CamelCase,https://github.com/cnr-isti-vclab/meshlab/issues/23
2016-12/24,2016-12/24,meshlan won't open & crashes every time,https://github.com/cnr-isti-vclab/meshlab/issues/24
2016-12/27,2016-12/27,MashLab crash when I run it,https://github.com/cnr-isti-vclab/meshlab/issues/25
2017-1/4,2016-12/27,Meshlabserver no additional memory available!!! memory required: 91928760,https://github.com/cnr-isti-vclab/meshlab/issues/26
2016-12/28,2016-12/27,"Errors while compiling ""common"" subproject under Linux",https://github.com/cnr-isti-vclab/meshlab/issues/27
2020-4/9,2016-12/28,Meshlab crashes everytime it's opned,https://github.com/cnr-isti-vclab/meshlab/issues/29
2016-12/30,2016-12/29,Alignment issue,https://github.com/cnr-isti-vclab/meshlab/issues/30
2017-1/2,2016-12/31,Doesn't run,https://github.com/cnr-isti-vclab/meshlab/issues/31
2016-12/31,2016-12/31,warning when executing qmake in edit_mutualcorrs.pro ,https://github.com/cnr-isti-vclab/meshlab/issues/32
2017-1/9,2016-12/31,Issue with .u3d export,https://github.com/cnr-isti-vclab/meshlab/issues/33
2020-2/12,2017-1/1,Link failed when using shadow build,https://github.com/cnr-isti-vclab/meshlab/issues/34
