"['title']","['url']","['createdAt']","['closedAt']"
"Possible retroarch core?","https://github.com/mborgerson/xemu/issues/198","2021-2/15","2021-2/15"
"Sky looks orange in GTA vice city","https://github.com/mborgerson/xemu/issues/199","2021-2/15","2021-2/15"
"Investigate write enable gate, specifically clear","https://github.com/mborgerson/xemu/issues/204","2021-2/19","null"
"Compilation fails with recent binutils","https://github.com/mborgerson/xemu/issues/206","2021-2/23","2021-3/3"
"Possible Debug build for Xemu?","https://github.com/mborgerson/xemu/issues/207","2021-2/25","2021-2/25"
"Any way to reconfigure control mapping in Xemu?","https://github.com/mborgerson/xemu/issues/208","2021-2/25","2021-2/25"
"Any way to directly launch .xbe files on Xemu?","https://github.com/mborgerson/xemu/issues/209","2021-2/25","2021-2/25"
"glDrawElements GL error","https://github.com/mborgerson/xemu/issues/214","2021-3/2","2021-3/5"
"Fix FIFO issues","https://github.com/mborgerson/xemu/issues/215","2021-3/2","2021-3/3"
"Some title FMVs can soft lock","https://github.com/mborgerson/xemu/issues/216","2021-3/2","2021-3/8"
"Remove console-showing xemu.exe from Windows distribution","https://github.com/mborgerson/xemu/issues/221","2021-3/3","2021-5/24"
"xemu for Windows shows QEMU branding","https://github.com/mborgerson/xemu/issues/222","2021-3/3","2021-5/20"
"[Bug] Incorrect Texture Transforms in Halo 2","https://github.com/mborgerson/xemu/issues/225","2021-3/4","2021-3/7"
"[Bug] Clipping in Halo 2","https://github.com/mborgerson/xemu/issues/226","2021-3/4","2021-3/7"
"[Bug] Incorrect Shading, Over/Under saturated in Halo 2","https://github.com/mborgerson/xemu/issues/227","2021-3/4","null"
"[Fixes & Regressions] Halo 2 Clipping. (Not #226)","https://github.com/mborgerson/xemu/issues/228","2021-3/4","null"
"[Bug] Halo 2 Missing Skybox?","https://github.com/mborgerson/xemu/issues/229","2021-3/4","null"
"xemu (early xqemu) not work on Intel HD GT1","https://github.com/mborgerson/xemu/issues/235","2021-3/6","2021-3/6"
"Controller hotplug broken on Windows","https://github.com/mborgerson/xemu/issues/236","2021-3/6","2021-6/2"
"[Feature request] CHD support for XISO games","https://github.com/mborgerson/xemu/issues/238","2021-3/7","null"
"end cutscene metropolis halo 2 1.5 update gl crash","https://github.com/mborgerson/xemu/issues/240","2021-3/8","2021-6/2"
"[Bug] Some textures not rendered properly in MagiDeathFight!","https://github.com/mborgerson/xemu/issues/242","2021-3/8","2022-2/5"
"Debug Kernels broken after MCPX overlay fix","https://github.com/mborgerson/xemu/issues/243","2021-3/11","2021-3/24"
"Controller not connecting issue. ","https://github.com/mborgerson/xemu/issues/244","2021-3/11","2021-3/11"
"Regression in dashboard clock settings","https://github.com/mborgerson/xemu/issues/249","2021-3/11","2021-3/11"
"ToeJam & Earl III worked once but every time since I get black screen after hitting any button ","https://github.com/mborgerson/xemu/issues/251","2021-3/11","2021-3/11"
"Miscolored (rainbow) elements in Conker L&R","https://github.com/mborgerson/xemu/issues/254","2021-3/12","2022-5/4"
"Eject disks during intro crashes xemu","https://github.com/mborgerson/xemu/issues/255","2021-3/13","2021-11/20"
"ToeJam & Earl III black screen when entering 2nd stage (Funk Fu Yu)","https://github.com/mborgerson/xemu/issues/257","2021-3/13","2021-3/27"
"Save States Support","https://github.com/mborgerson/xemu/issues/263","2021-3/20","2021-3/20"
"Game folder support","https://github.com/mborgerson/xemu/issues/264","2021-3/20","2021-3/20"
"FPS rergression in Dragons Lair 3D Windows 10","https://github.com/mborgerson/xemu/issues/265","2021-3/20","null"
"[Feature request] Snapshot option in main menu","https://github.com/mborgerson/xemu/issues/267","2021-3/21","2021-3/21"
"[Feature request] add internal resolution modes (for more quality)","https://github.com/mborgerson/xemu/issues/268","2021-3/21","2021-3/21"
"Maximizing after launch causes dithering","https://github.com/mborgerson/xemu/issues/269","2021-3/22","null"
"graphics issues in Ninja Gaiden black and DOA2U","https://github.com/mborgerson/xemu/issues/270","2021-3/23","2022-3/17"
"Feature Request: make a UWP version to run on xbox one dev mode","https://github.com/mborgerson/xemu/issues/272","2021-3/29","2021-3/29"
"Wiki Instructions for Building on Ubuntu","https://github.com/mborgerson/xemu/issues/276","2021-5/7","2021-5/7"
"Z24S8 surface upload/download slow on mesa radeonsi","https://github.com/mborgerson/xemu/issues/278","2021-5/12","null"
"Bruce Lee: Quest of the dragon: No graphics ","https://github.com/mborgerson/xemu/issues/279","2021-5/13","2021-5/15"
"Changing between input devices causes crash","https://github.com/mborgerson/xemu/issues/280","2021-5/18","2021-5/18"
"Graphical issues in 'Grabbed by the Ghoulies'","https://github.com/mborgerson/xemu/issues/286","2021-5/19","2022-5/24"
"Test: Test","https://github.com/mborgerson/xemu/issues/287","2021-5/19","2021-5/19"
"Halo 2 v1.0: Assertion failed! ","https://github.com/mborgerson/xemu/issues/288","2021-5/21","2022-7/4"
"Halo 2 Game Version 1.5 softlocks at random","https://github.com/mborgerson/xemu/issues/290","2021-5/21","null"
"Buffy the vampire Slayer: Background graphics are not rendered correctly ","https://github.com/mborgerson/xemu/issues/292","2021-5/23","2021-10/5"
"Save state feature request","https://github.com/mborgerson/xemu/issues/293","2021-5/23","2021-5/23"
"Release does not include licenses","https://github.com/mborgerson/xemu/issues/296","2021-5/24","2021-5/25"
"Build Artifacts have 2 .Zip Files","https://github.com/mborgerson/xemu/issues/297","2021-5/24","null"
"Crash Twinsanity : Missing/Hidden Geometry","https://github.com/mborgerson/xemu/issues/299","2021-5/25","2021-6/2"
"Def Jam Fight For NY SSX Tricky Ssx tours and the sims bustin out broken ","https://github.com/mborgerson/xemu/issues/301","2021-5/25","2021-5/25"
"These games is broken","https://github.com/mborgerson/xemu/issues/302","2021-5/25","2021-5/25"
"SSX Tricky And Malice Is broken And Def Jam Fight For Ny","https://github.com/mborgerson/xemu/issues/303","2021-5/25","2021-5/25"
"Amped 2 (MS-065 [4d530041]): Some 3D objects misplaced","https://github.com/mborgerson/xemu/issues/304","2021-5/27","2022-5/4"
"Dead or alive 3 freezing on team match","https://github.com/mborgerson/xemu/issues/305","2021-5/27","null"
"pfifo.c:423 assertion","https://github.com/mborgerson/xemu/issues/306","2021-5/28","2021-11/7"
"Ninja Gaiden Black visual artifacts in ch. 12","https://github.com/mborgerson/xemu/issues/308","2021-5/31","2021-5/31"
"Menu Stretching/Distortion and/or Glitches in Games","https://github.com/mborgerson/xemu/issues/309","2021-5/31","null"
"xemu crashes upon idling for a period of time","https://github.com/mborgerson/xemu/issues/310","2021-6/1","null"
"Resetting xemu is inconsistent","https://github.com/mborgerson/xemu/issues/311","2021-6/1","null"
"Some titles have scissor issues","https://github.com/mborgerson/xemu/issues/312","2021-6/2","null"
"Unknown Blend Source Factor assertion in some games","https://github.com/mborgerson/xemu/issues/313","2021-6/2","2021-10/12"
"Meta: Shader compilation failures","https://github.com/mborgerson/xemu/issues/315","2021-6/2","2022-7/17"
"Ford racing 2 crashes due to shader compilation failure","https://github.com/mborgerson/xemu/issues/316","2021-6/2","2021-6/2"
"NV097, SET_TEXTURE_SET_BUMP_ENV_MAT Assertion","https://github.com/mborgerson/xemu/issues/317","2021-6/2","2021-10/12"
"State.psh.window_clip_exclusive is Untested","https://github.com/mborgerson/xemu/issues/318","2021-6/2","2021-6/3"
"texture color formats 0x17, 0x2c, 0x25, 0x31,0x3b are not implemented","https://github.com/mborgerson/xemu/issues/320","2021-6/2","2021-7/11"
"Unknown front face","https://github.com/mborgerson/xemu/issues/321","2021-6/2","2021-11/19"
"[Assertion] Zeta surface clear for Z24S8 (float) is untested","https://github.com/mborgerson/xemu/issues/322","2021-6/2","2022-5/26"
"Unknown vs param","https://github.com/mborgerson/xemu/issues/323","2021-6/2","2021-10/12"
"Unhandled NV_IMAGE_BLIT methods","https://github.com/mborgerson/xemu/issues/324","2021-6/2","2022-1/9"
"F1 2002 crashes, (value & 0xFF000000) == 0","https://github.com/mborgerson/xemu/issues/325","2021-6/3","null"
"[Assertion] surface->offset <= dma.limit ","https://github.com/mborgerson/xemu/issues/326","2021-6/3","null"
"Broken games catgory megathread.","https://github.com/mborgerson/xemu/issues/328","2021-6/3","2022-5/27"
"[Assertion] pg->inline_elements_length == 0","https://github.com/mborgerson/xemu/issues/329","2021-6/3","2022-6/15"
"[Assertion] in_pitch >= in_width * 2","https://github.com/mborgerson/xemu/issues/330","2021-6/3","2022-7/18"
"Append_skinning_code is Untested","https://github.com/mborgerson/xemu/issues/331","2021-6/3","2022-2/11"
"[Assertion] address < DSP_YRAM_SIZE","https://github.com/mborgerson/xemu/issues/332","2021-6/3","null"
"build.sh fails on Linux when symlink involved in pwd","https://github.com/mborgerson/xemu/issues/333","2021-6/3","null"
"[Assertion] TEXGEN_REFLECTION_MAP","https://github.com/mborgerson/xemu/issues/334","2021-6/3","2022-6/2"
"DOAX: Black screen on initial video","https://github.com/mborgerson/xemu/issues/335","2021-6/4","null"
"surface != d->pgraph.color_binding Assertion","https://github.com/mborgerson/xemu/issues/336","2021-6/4","2021-6/5"
"surface != d->pgraph.color_binding Assertion","https://github.com/mborgerson/xemu/issues/337","2021-6/5","2021-6/5"
"surface != d->pgraph.color_binding Assertion","https://github.com/mborgerson/xemu/issues/338","2021-6/5","2021-6/17"
"Jet Set Radio Future: Audio Crackling","https://github.com/mborgerson/xemu/issues/339","2021-6/6","null"
"Halo CE: High pitch sound in Level 2","https://github.com/mborgerson/xemu/issues/340","2021-6/6","2021-11/30"
