['closedAt'],['createdAt'],['title'],['url']
,2016-10/30,Managed version of content-aware resizing,https://github.com/SixLabors/ImageSharp/issues/2
2018-11/23,2016-10/30,Implement new Vector methods correctly to take advantage of performance improvements,https://github.com/SixLabors/ImageSharp/issues/3
2018-11/23,2016-10/30,Add additional color spaces.,https://github.com/SixLabors/ImageSharp/issues/4
2017-1/20,2016-10/30,Brushes,https://github.com/SixLabors/ImageSharp/issues/5
2017-3/11,2016-10/30,API docs,https://github.com/SixLabors/ImageSharp/issues/6
2017-9/21,2016-10/30,basic thumbnail middleware and benchmarking,https://github.com/SixLabors/ImageSharp/issues/7
2018-11/24,2016-10/30,Speed. Hot nasty bad-ass speed!,https://github.com/SixLabors/ImageSharp/issues/8
2016-12/4,2016-10/30,Interlacing is not supported,https://github.com/SixLabors/ImageSharp/issues/9
2019-12/16,2016-10/30,Codecs,https://github.com/SixLabors/ImageSharp/issues/10
2017-2/22,2016-10/30,[Core] Skip loading\processing of EXIF\metadata when opening file,https://github.com/SixLabors/ImageSharp/issues/11
2021-5/25,2016-10/30,No Tiff support.,https://github.com/SixLabors/ImageSharp/issues/12
2016-12/7,2016-10/30,The specified CGI application encountered an error and the server terminated the process,https://github.com/SixLabors/ImageSharp/issues/13
2016-12/6,2016-10/30,Drawing an image on an image,https://github.com/SixLabors/ImageSharp/issues/14
2017-2/16,2016-10/30,Dithering,https://github.com/SixLabors/ImageSharp/issues/15
2016-11/27,2016-10/30,Blend modes,https://github.com/SixLabors/ImageSharp/issues/16
2017-1/28,2016-10/31,Progressive jpeg with missing EOI marker throws EOFException,https://github.com/SixLabors/ImageSharp/issues/18
2016-11/1,2016-11/1,Issue referencing in .net core,https://github.com/SixLabors/ImageSharp/issues/19
2016-11/5,2016-11/5,Xamarin Mobile support,https://github.com/SixLabors/ImageSharp/issues/21
2016-11/15,2016-11/11,Png's are encoding wrong after 1.0.0-alpha-000047,https://github.com/SixLabors/ImageSharp/issues/24
2017-2/22,2016-11/21,Improve API design for Codecs,https://github.com/SixLabors/ImageSharp/issues/26
2016-12/1,2016-11/21,"Add additional IPackedPixel<TColor, TPacked>  implementations.",https://github.com/SixLabors/ImageSharp/issues/27
2016-12/1,2016-11/30,Png's are decoding wrong after 1.0.0-alpha-000061,https://github.com/SixLabors/ImageSharp/issues/28
2016-12/1,2016-12/1,System.AccessViolationException when cropping some images,https://github.com/SixLabors/ImageSharp/issues/29
2018-1/22,2016-12/2,Rotation output quality isn't very nice,https://github.com/SixLabors/ImageSharp/issues/31
2016-12/7,2016-12/7,"Blending & Padding. How to Position a smaller image on a larger canvas using an x,y offset.",https://github.com/SixLabors/ImageSharp/issues/32
2016-12/12,2016-12/11,Bad JPG resize quality,https://github.com/SixLabors/ImageSharp/issues/36
2017-3/8,2016-12/15,Font Support,https://github.com/SixLabors/ImageSharp/issues/38
2017-2/6,2016-12/16,Add additional Shapes for drawing.,https://github.com/SixLabors/ImageSharp/issues/39
2016-12/18,2016-12/16,Jpeg image not opening properly,https://github.com/SixLabors/ImageSharp/issues/40
2019-2/18,2016-12/17,Improve unit tests speed,https://github.com/SixLabors/ImageSharp/issues/44
2016-12/20,2016-12/19,Port/prune code in Clipper.cs into ComplexPolygon.cs,https://github.com/SixLabors/ImageSharp/issues/47
2016-12/19,2016-12/19,Fix StyleCop/compiler warnings ,https://github.com/SixLabors/ImageSharp/issues/48
2016-12/22,2016-12/20,Animated Gif encoding broken,https://github.com/SixLabors/ImageSharp/issues/54
2017-4/28,2016-12/21,Support of 8-bit images,https://github.com/SixLabors/ImageSharp/issues/55
2017-1/4,2016-12/29,Split ImageSharp into multiple projects,https://github.com/SixLabors/ImageSharp/issues/64
2017-1/16,2016-12/29,Common .NET 4.6 Sandbox project for performance profiling,https://github.com/SixLabors/ImageSharp/issues/66
2017-1/2,2016-12/29,How to configure my project to download from myget?,https://github.com/SixLabors/ImageSharp/issues/67
2017-1/2,2017-1/2,Image broken pixels,https://github.com/SixLabors/ImageSharp/issues/70
2017-1/7,2017-1/7,Decoding failes with memory stream at EOF,https://github.com/SixLabors/ImageSharp/issues/72
,2017-1/10,Support for reading writing ICC profiles in Jpeg,https://github.com/SixLabors/ImageSharp/issues/74
2017-1/16,2017-1/12,image (png) resize broken ,https://github.com/SixLabors/ImageSharp/issues/76
2017-1/15,2017-1/15,some resized images are in the wrong orientation,https://github.com/SixLabors/ImageSharp/issues/78
2017-1/20,2017-1/17,Gif Problem for facebook,https://github.com/SixLabors/ImageSharp/issues/79
2017-1/18,2017-1/18,NotSupportedException: Image cannot be loaded,https://github.com/SixLabors/ImageSharp/issues/80
2017-1/21,2017-1/18,net45-profile builds depend on System.Numerics.Vectory 4.1.1.0 from CoreFX,https://github.com/SixLabors/ImageSharp/issues/81
2017-4/26,2017-1/18,Difference between resize results between System.Drawing & Imagesharp,https://github.com/SixLabors/ImageSharp/issues/82
2017-1/21,2017-1/18,none-progressive jpeg with missing EOI marker throws EOFException,https://github.com/SixLabors/ImageSharp/issues/83
2018-5/21,2017-1/20,Gradient brush,https://github.com/SixLabors/ImageSharp/issues/86
,2017-1/20,Feature Request: autolevel (like ImageMagick),https://github.com/SixLabors/ImageSharp/issues/87
2018-7/24,2017-1/21,Passing Unmanaged Pointer as Pixels buffer in ImageSharp,https://github.com/SixLabors/ImageSharp/issues/88
2017-1/27,2017-1/23,Could not load signature of ImageSharp.Image`1[TColor]:To due to: Could not load file or assembly or one of its dependencies.,https://github.com/SixLabors/ImageSharp/issues/89
2017-1/26,2017-1/25,Can not change DPI of JPG image.,https://github.com/SixLabors/ImageSharp/issues/92
2017-1/26,2017-1/26,Error after upgrading to 1.0.0-alpha1-00071,https://github.com/SixLabors/ImageSharp/issues/93
2017-5/19,2017-1/27,Super slow open+resize+save on big Jpeg with Mono,https://github.com/SixLabors/ImageSharp/issues/94
2017-1/27,2017-1/27,JPEG XR support,https://github.com/SixLabors/ImageSharp/issues/95
2017-2/7,2017-1/30,Image instance shows wrong resolution and image size,https://github.com/SixLabors/ImageSharp/issues/96
2017-2/13,2017-2/13,Error when trying to install the package from MyGet nuget repo ,https://github.com/SixLabors/ImageSharp/issues/102
2017-2/13,2017-2/13,PngDecoder: ImageFormatException: Image stream is not valid,https://github.com/SixLabors/ImageSharp/issues/103
2017-2/14,2017-2/14,Image not supported (?),https://github.com/SixLabors/ImageSharp/issues/104
2017-2/20,2017-2/15,"""No image formats have been configured"" exception throw.",https://github.com/SixLabors/ImageSharp/issues/105
2017-4/13,2017-2/22,Migrate all usages of optional method arguments to overloads,https://github.com/SixLabors/ImageSharp/issues/114
2017-2/23,2017-2/22,PngDecoder: ImageFormatException: Image stream is not valid,https://github.com/SixLabors/ImageSharp/issues/115
2017-2/24,2017-2/24,Consider adding a Metapackage to ImageSharp.Formats,https://github.com/SixLabors/ImageSharp/issues/116
2017-3/9,2017-2/27,Resize does not use source rectangle x/y values,https://github.com/SixLabors/ImageSharp/issues/118
2020-1/18,2017-3/3,Benchmark Impact of Multithreading in ImageProcessors,https://github.com/SixLabors/ImageSharp/issues/120
2021-10/23,2017-3/4,WebP Support,https://github.com/SixLabors/ImageSharp/issues/121
2017-3/4,2017-3/4,Filling a Polygon with LinearLineSegment causes a strange line leaving the drawing,https://github.com/SixLabors/ImageSharp/issues/122
2017-3/6,2017-3/4,Possible Memory leak?,https://github.com/SixLabors/ImageSharp/issues/123
2017-3/8,2017-3/8,"Png Decode ''CRC Error. PNG Image chunk is corrupt""",https://github.com/SixLabors/ImageSharp/issues/127
2017-3/10,2017-3/8,build instructions?,https://github.com/SixLabors/ImageSharp/issues/128
,2017-3/9,Color Changed When Resize,https://github.com/SixLabors/ImageSharp/issues/129
2020-1/18,2017-3/11,"Discussion - Performance issues, and topics for review",https://github.com/SixLabors/ImageSharp/issues/130
2017-4/13,2017-3/14,error resizing image,https://github.com/SixLabors/ImageSharp/issues/132
2017-3/15,2017-3/15,Use C#7 ref returns for indexers,https://github.com/SixLabors/ImageSharp/issues/134
2017-3/16,2017-3/16,Memroy growing and not release!,https://github.com/SixLabors/ImageSharp/issues/136
2017-3/19,2017-3/16,Drawing crisp single pixel width text,https://github.com/SixLabors/ImageSharp/issues/138
2019-4/26,2017-3/17,Improve ResizeProcessor performance,https://github.com/SixLabors/ImageSharp/issues/139
,2017-3/18,Proposal: Value Type Kernels,https://github.com/SixLabors/ImageSharp/issues/142
2017-3/22,2017-3/22,Gone from MyGet?,https://github.com/SixLabors/ImageSharp/issues/145
2017-5/2,2017-3/22,Image.Resize fails with InvalidCastException when Vector.IsHardwareAccelerated is false,https://github.com/SixLabors/ImageSharp/issues/146
2017-3/23,2017-3/22,image.DrawText throws IndexOutOfRangeException with some fonts,https://github.com/SixLabors/ImageSharp/issues/147
2017-3/25,2017-3/23,DrawText(...) add TextGraphicOptions to force a consistent pixel height per point,https://github.com/SixLabors/ImageSharp/issues/148
2017-3/23,2017-3/23,Can't just write exif data (and preserve the original image),https://github.com/SixLabors/ImageSharp/issues/150
2017-11/8,2017-3/24,ImageSharp.Formats.Jpg.DecodedBlock ArrayPool is using up WAY too much memory,https://github.com/SixLabors/ImageSharp/issues/151
2017-6/13,2017-3/24,ImageSharp csproj targets net standard 1.1 and 1.3 at the same time,https://github.com/SixLabors/ImageSharp/issues/153
2017-11/23,2017-3/26,JPEG decoder will generate wrong pixel colors sometime,https://github.com/SixLabors/ImageSharp/issues/155
,2017-3/28,Proposal: PSD support,https://github.com/SixLabors/ImageSharp/issues/158
2017-9/14,2017-3/29,Load Image Exception Jpg ImageSharp.Formats.Jpg.MissingFF00Exception,https://github.com/SixLabors/ImageSharp/issues/159
2017-3/30,2017-3/29,Resize => Unable to cast object of type 'System.Byte[]' to type 'System.Byte'.,https://github.com/SixLabors/ImageSharp/issues/160
2017-3/31,2017-3/31,Guetzli JPEG encoder,https://github.com/SixLabors/ImageSharp/issues/161
2017-4/5,2017-4/5,Saving image as png with quality and compression increase the size and make the background transparent,https://github.com/SixLabors/ImageSharp/issues/163
2017-4/5,2017-4/5,version 47 load from memory stream,https://github.com/SixLabors/ImageSharp/issues/164
2017-4/5,2017-4/5,alpha channel being corrupted/set when encoding png in `Palette` (Quality == 256) mode,https://github.com/SixLabors/ImageSharp/issues/165
2017-4/6,2017-4/5,Off by one Issue decoding indexed png,https://github.com/SixLabors/ImageSharp/issues/166
2017-4/8,2017-4/8,Set Font Size when Drawing Text,https://github.com/SixLabors/ImageSharp/issues/169
2017-4/11,2017-4/9,Very bad result after resize.,https://github.com/SixLabors/ImageSharp/issues/170
2017-8/15,2017-4/11,Save method with IEncoderOptions behavior is misleading,https://github.com/SixLabors/ImageSharp/issues/172
2017-4/16,2017-4/15,ExifReader NullReferenceException,https://github.com/SixLabors/ImageSharp/issues/175
2017-5/10,2017-4/16,"Using ImageSharp with raw array of bytes (rgb8, rgba8, bgr8, etc...)",https://github.com/SixLabors/ImageSharp/issues/176
2017-4/17,2017-4/17,image.DrawText causes a method not found exception,https://github.com/SixLabors/ImageSharp/issues/177
2017-9/14,2017-4/17,Error with Image.Load,https://github.com/SixLabors/ImageSharp/issues/178
,2017-4/20,Creating benchmarks to showcase speed and improvement over time,https://github.com/SixLabors/ImageSharp/issues/183
2017-4/21,2017-4/21,Image.SaveAsPng + others are missing System.IO.Compression,https://github.com/SixLabors/ImageSharp/issues/184
2017-5/3,2017-4/22,Specifying TextAlignment for Draw.Text(),https://github.com/SixLabors/ImageSharp/issues/185
2017-10/6,2017-4/23,Some components do not check the return value of Stream.Read,https://github.com/SixLabors/ImageSharp/issues/186
2017-4/26,2017-4/26,More Emphasis and Benchmarks for Image Size,https://github.com/SixLabors/ImageSharp/issues/189
2017-6/5,2017-4/26,Can't use ImageSharp.Drawing with VS 2017,https://github.com/SixLabors/ImageSharp/issues/190
2017-4/28,2017-4/26,Image.Load with interlaced PNG files: System.ArgumentOutOfRangeException : Non-negative number required. Parameter name: count,https://github.com/SixLabors/ImageSharp/issues/191
2017-8/19,2017-4/27,Improve Jpeg Decoder,https://github.com/SixLabors/ImageSharp/issues/192
2017-6/21,2017-4/27,How to create image with rounded corners?,https://github.com/SixLabors/ImageSharp/issues/193
2017-4/28,2017-4/27,Applying blur to image's rectangle clearing pixels around provided rectangle,https://github.com/SixLabors/ImageSharp/issues/194
2017-4/28,2017-4/27,Review all ImageProcessors where buffer swapping occurs to ensure data isn't lost when using rects,https://github.com/SixLabors/ImageSharp/issues/197
2017-4/28,2017-4/28,How can I build a release version with ImageSharp,https://github.com/SixLabors/ImageSharp/issues/198
2017-5/2,2017-4/28,Saving gif gives wrong\missing pallet colors,https://github.com/SixLabors/ImageSharp/issues/199
2017-4/30,2017-4/30,"Unable to resolve 'ImageSharp (>= 1.0.0-alpha7-00036)' for '.NETCoreApp,Version=v1.0'.",https://github.com/SixLabors/ImageSharp/issues/203
2017-5/1,2017-5/1,Measuring text?,https://github.com/SixLabors/ImageSharp/issues/204
2017-5/2,2017-5/2,there is no way to set TextAlignment in ImageExtensions.DrawText(),https://github.com/SixLabors/ImageSharp/issues/207
2017-5/5,2017-5/4,Remove non-generic Image class,https://github.com/SixLabors/ImageSharp/issues/208
2017-5/7,2017-5/7,"""System.DllNotFoundException: System.IO.Compression.Native"" on Mono",https://github.com/SixLabors/ImageSharp/issues/211
2017-9/14,2017-5/13,Decoding JPEG puts the process to infinite loop if there is an error on JPEG bytes,https://github.com/SixLabors/ImageSharp/issues/214
2017-5/14,2017-5/13,error saving image with exif (Value should be an unsigned short),https://github.com/SixLabors/ImageSharp/issues/215
2017-9/21,2017-5/15,ImageSharp.Web,https://github.com/SixLabors/ImageSharp/issues/216
2017-5/16,2017-5/16,Out of Memory Exception when encoding certain ICC profiles.,https://github.com/SixLabors/ImageSharp/issues/217
2017-5/17,2017-5/16,Combine Images in Asp.net Core,https://github.com/SixLabors/ImageSharp/issues/218
2017-6/1,2017-5/18,TypeLoadException for Type ImageSharp.Rgba32 while resize in .NET Core 2.0,https://github.com/SixLabors/ImageSharp/issues/219
