"['title']","['url']","['createdAt']","['closedAt']"
"categorical feature support","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/199","2019-11/4","null"
"Slack invite is stale","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/203","2019-11/6","2019-11/6"
"Possible bug in Fast Gradient Method (minimal variant)","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/204","2019-11/6","2020-1/8"
"Support for Pandas Dataframes and Set Preprocessing to None","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/205","2019-11/8","2020-3/15"
"convert perturb into sphere in boundary attack.","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/207","2019-11/11","2020-1/8"
"HCLU bug","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/208","2019-11/11","2020-1/6"
"The paper of Attack HopSkipJump","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/209","2019-11/12","2019-11/14"
"Add KubeFlow component for using ART to check robustness of ML models","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/210","2019-11/12","2020-6/15"
"EnsembleClassifier not receiving `raw` parameter from attack","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/214","2019-11/13","2019-11/20"
"Implement Functionally Equivalent Extraction Attack","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/216","2019-11/14","2020-1/8"
"Which attacks have support for multi label in multiclass problem?","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/218","2019-11/15","2020-2/26"
"Deepfool does not work well.","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/219","2019-11/16","2020-1/8"
"Are these methods suitable for semantic segmentation tasks and 3d images?","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/220","2019-11/16","2019-11/21"
"Keras callback support","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/221","2019-11/18","null"
"Cannot import name 'SklearnClassifier'","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/222","2019-11/20","2019-11/21"
"Add new check to EnsembleClassifier and its classifiers for identical channel_index","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/223","2019-11/20","2020-1/8"
"Check for incompatible numerical data type in input standardisation of classifier","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/224","2019-11/26","2020-1/8"
"Investigate logging output for tests","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/227","2019-11/27","2020-3/15"
"Implement copycat cnn attack","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/229","2019-12/4","2020-1/8"
"Implement the Knockoff Nets attack","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/230","2019-12/4","2020-3/15"
"Implement defences against model extraction attacks","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/233","2019-12/6","2020-1/8"
"Enable import of full ART package","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/235","2019-12/8","2019-12/26"
"Add version to ART package","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/236","2019-12/8","2019-12/13"
"[1.1.0 Dev Branch] Significantly increased time to wrap Keras model in Keras >2.3 ","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/237","2019-12/8","2019-12/12"
"Support for TF2.x Eager Execution","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/238","2019-12/8","2019-12/10"
"KerasClassifier get_activations makes assumption about input shape","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/241","2019-12/9","2020-1/8"
"Roadmap for Keras and TF2 Wrappers","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/243","2019-12/10","2020-12/1"
"Investigate @tf.function models running as a wrapped classifier","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/245","2019-12/13","2019-12/27"
" AttributeError: 'TensorFlowV2Classifier' object has no attribute '_input_shape'","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/246","2019-12/14","2020-1/5"
"Any adversarial attack that sustains after resize attack","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/247","2019-12/16","2020-3/11"
"Accept soft labels in the fit function of ART classifier","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/251","2019-12/19","2020-3/15"
"trying AdversarialPatch attack and I get 'tuple' object has no attribute 'dtype' error","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/252","2019-12/25","2020-3/11"
"Missing documentation about SVM attack","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/253","2019-12/25","2020-1/8"
"VirtualAdversarialMethod - error - Values smaller than 0.0 or larger than 1.0 have been detected","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/263","2020-1/14","2020-2/26"
"Extend tests to run all TensorFlow unittests with TensorFlow v2 instead of compatibility mode","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/264","2020-1/15","2020-3/15"
"Move post-processing defences to defences and integrate with classifier","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/267","2020-1/20","2020-3/15"
"PyTorchClassifier preprocessing on Imagenet Images","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/268","2020-1/23","2021-3/16"
"Refactor unit tests","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/269","2020-1/27","2020-6/15"
"Refactor unit tests for FGSM, BIM and PGD attacks","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/270","2020-1/27","2020-3/15"
"Add application example for simple Automatic Speech Recognition (ASR)","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/271","2020-1/27","2020-3/15"
"Extend supported labels and tasks","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/272","2020-1/27","2020-2/26"
"Implement attack for imperceptible, robust and targeted adversarial examples for Automatic Speech Recognition","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/273","2020-1/28","2020-12/1"
"Implement DPatch: An Adversarial Patch Attack on Object Detectors","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/276","2020-1/30","2020-6/15"
"Implement ShapeShifter: Robust Physical Adversarial Attack on Faster R-CNN Object Detector","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/277","2020-1/30","2020-9/20"
"MSE function","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/278","2020-2/3","2020-6/15"
"Difference in adversarial images and adversarial accuracy across different platforms (Keras Classifier and TensorflowV2 Classifier).","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/279","2020-2/4","2020-2/8"
"Request for addition of Few Pixel Attack (One Pixel Attack)","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/280","2020-2/4","2020-2/25"
"Request for addition of Threshold Attack","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/281","2020-2/4","2020-2/25"
"KerasClassifier does not check input shapes","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/283","2020-2/5","2020-2/8"
"Boundary attack doesn't support unsquared images","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/288","2020-2/11","2020-3/15"
"EoT is not accounting for transformations in backward pass","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/289","2020-2/15","2020-12/1"
"Hard Code of Cuda Device in PyTorchClassifier","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/290","2020-2/17","2020-3/15"
"Backdoor Poisoning Attacks","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/292","2020-2/18","2020-3/15"
"Add API and example for transformation defences","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/293","2020-2/18","2020-3/15"
"Implement Madry's Protocol as adversarial training example","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/294","2020-2/18","2020-3/15"
"Randomised Smoothing as Training or Certification","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/295","2020-2/18","2020-6/15"
"HopSkipJump doesn't support unsquared images","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/297","2020-2/19","2020-3/15"
"Descriptive names for targeted attacks","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/299","2020-2/19","2020-12/1"
"Binary Classification with Single Output Neuron","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/306","2020-2/24","2021-6/15"
"Error in Hop skip jump attack","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/307","2020-2/24","2021-6/15"
"Create a new Estimator API","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/308","2020-2/24","2020-6/15"
"Extend Attack API and optimise implementations ","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/309","2020-2/24","2020-6/15"
"Create new Data API","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/310","2020-2/25","2020-6/15"
"Create Metric API","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/311","2020-2/25","2020-6/15"
"RL model cannot apply this toolbox","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/313","2020-2/26","2020-3/3"
"Implement defence evaluations by Tramèr et al. (2020)","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/314","2020-2/26","null"
"Implement Feature Adversaries attack by Sabour et al. (2016)","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/315","2020-2/26","2020-6/15"
"Implement a prototype of the new Estimator API","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/316","2020-2/26","2020-6/15"
"Base class for blackbox or graybox attacks?","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/317","2020-2/26","2020-2/27"
"Implement defence evaluation 12 - EMPIR","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/319","2020-3/1","2020-3/15"
"Add application example for video action recognition","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/321","2020-3/2","2020-3/15"
"cannot import name 'ClassifierNeuralNetwork'","https://github.com/Trusted-AI/adversarial-robustness-toolbox/issues/322","2020-3/4","2020-3/5"
