"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Show context menu with address on long tap","2020-9/17","2020-9/17","2020-9/17",True,"2020-9/17",2,3,1
"Fix #9555","2020-9/17","2020-9/17","2020-9/17",True,"2020-9/17",2,3,7
"Length limit on the ""Vehicle parameters"" screen shows 0.01 m","2020-9/17","2020-10/17","2020-9/17",False,"null",3,12,2
"Add tracks sorting","2020-9/17","2020-9/17","2020-9/17",True,"2020-9/17",2,49,10
"Fix_9829","2020-9/17","2020-9/17","2020-9/17",True,"2020-9/17",2,2,2
"Hide track folder names","2020-9/17","2020-9/17","2020-9/17",True,"2020-9/17",2,36,13
"update test branch","2020-9/17","2020-9/17","2020-9/17",True,"2020-9/17",10,158,55
"Fix_9807","2020-9/18","2020-9/18","2020-9/18",True,"2020-9/18",2,3,1
"#9773 #9774 fixes","2020-9/18","2020-9/18","2020-9/18",True,"2020-9/18",2,1,1
"Fix Dark theme","2020-9/18","2020-9/18","2020-9/18",True,"2020-9/18",2,143,58
"Minor UI fixes in plan route","2020-9/18","2020-9/18","2020-9/18",True,"2020-9/18",2,16,10
"Issues 158 no ele after attach","2020-9/18","2020-9/18","2020-9/18",True,"2020-9/18",2,9,3
"Fix icon after gpx approximation","2020-9/18","2020-9/18","2020-9/18",True,"2020-9/18",2,4,1
"Fix icon after gpx approximation in options dialog","2020-9/18","2020-9/18","2020-9/18",True,"2020-9/18",2,12,2
"update test branch","2020-9/18","2020-9/18","2020-9/18",True,"2020-9/18",5,249,109
"Plan route fixes","2020-9/21","2020-9/21","2020-9/21",True,"2020-9/21",2,71,36
"Fix CustomRadioButton in RTL","2020-9/21","2020-9/21","2020-9/21",True,"2020-9/21",2,39,30
"Transparency seekbar on the map and UI are not synchronized","2020-9/22","2020-9/22","2020-9/22",True,"2020-9/22",2,12,0
"Length limit on the ""Vehicle parameters"" with review","2020-9/22","2020-9/22","2020-9/22",True,"2020-9/22",2,13,3
"Issue 9844 oneway is not respected","2020-9/22","2020-9/22","2020-9/22",True,"2020-9/22",2,38,28
"Trasks sort improvements","2020-9/22","2020-9/22","2020-9/22",True,"2020-9/22",2,87,35
"Minor fixes","2020-9/22","2020-9/22","2020-9/22",True,"2020-9/22",2,13,9
"Add Sorting to Track Dialog","2020-9/22","2020-9/22","2020-9/22",True,"2020-9/22",2,162,40
"Fix #9623","2020-9/22","2020-10/22","2020-9/22",True,"2020-10/22",3,63,11
"Minor fixes in plan route and follow track","2020-9/22","2020-9/22","2020-9/22",True,"2020-9/22",2,33,17
"Fix UI track sort by","2020-9/23","2020-9/23","2020-9/23",True,"2020-9/23",2,99,66
"update test branch","2020-9/23","2020-9/23","2020-9/23",True,"2020-9/23",28,1328,694
"fix ""Nearby wikipedia articles"" so the settings are applied","2020-9/23","2020-9/23","2020-9/23",True,"2020-9/23",2,10,13
"update test branch","2020-9/23","2020-9/23","2020-9/23",True,"2020-9/23",3,10,13
"Use a new arrow for track direction","2020-9/24","2020-9/24","2020-9/24",True,"2020-9/24",2,24,20
"'.gpx' extension","2020-9/24","2020-9/24","2020-9/24",True,"2020-9/24",2,1,1
"update test branch","2020-9/24","2020-9/24","2020-9/24",True,"2020-9/24",19,417,282
"Update build.gradle","2020-9/24","2020-9/24","2020-9/24",True,"2020-9/24",2,2,2
"Plan route fixes","2020-9/25","2020-10/25","2020-9/25",True,"2020-10/25",2,86,42
"update test branch","2020-9/25","2020-9/25","2020-9/25",True,"2020-9/25",8,160,135
"Fix sorting track","2020-9/28","2020-9/28","2020-9/28",True,"2020-9/28",2,11,36
"Fix track sorting","2020-9/28","2020-9/28","2020-9/28",True,"2020-9/28",2,11,36
"update test branch","2020-9/28","2020-9/28","2020-9/28",True,"2020-9/28",15,601,274
"Fix plan route sorting track","2020-9/29","2020-9/29","2020-9/29",True,"2020-9/29",2,92,49
"update test branch","2020-9/29","2020-9/29","2020-9/29",True,"2020-9/29",5,92,49
"Bottom sheets: buttons types and behaviors","2020-9/30","2020-10/30","2020-9/30",False,"null",2,223,77
"#9853 fix calc time in android","2020-10/1","2020-10/1","2020-10/1",True,"2020-10/1",2,1,1
"Fix track arrows","2020-10/1","2020-10/1","2020-10/1",True,"2020-10/1",2,15,9
"Dynamic divider","2020-10/1","2020-10/1","2020-10/1",True,"2020-10/1",2,247,79
"Issue 175 osmedit use oauth","2020-10/2","2020-10/2","2020-10/2",True,"2020-10/2",3,722,143
"Convexis api","2020-10/2","2020-10/2","2020-10/2",True,"2020-10/2",2,568,306
"update test branch","2020-10/2","2020-10/2","2020-10/2",True,"2020-10/2",17,287,200
"Huawei","2020-10/4","2020-10/4","2020-10/4",True,"2020-10/4",1,2974,1096
