"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Hills Biome & Issue #601","2013-6/22","2013-6/22","2013-6/22",False,"null",1,177,30
"Fixed shapes and texture coordinates for cable.","2013-6/22","2013-6/22","2013-6/22",True,"2013-6/22",3,519,123
"Several Additions","2013-6/22","2013-6/22","2013-6/22",False,"null",2,402,60
"Modding: per-block-storage extensions","2013-6/22","2013-6/22","2013-6/22",False,"null",1,1285,1348
"Modding: per-block-storage extensions","2013-6/22","2014-1/22","2013-6/22",False,"null",12,74177,17963
"Hills Terrain Generator","2013-6/22","2013-6/22","2013-6/22",False,"null",2,319,21
"Hills Terrain Gen + fix + Camera Shutter Sound","2013-6/22","2013-7/22","2013-6/22",False,"null",4,320,21
"New MapGenerator & GameType structure","2013-6/23","2013-6/23","2013-6/23",True,"2013-6/23",3,1173,366
"Revision of the ""books"" mod.","2013-6/27","2013-6/27","2013-6/27",True,"2013-6/27",2,114,89
"Hills Terrain Gen + fix + Camera Shutter Sound","2013-6/28","2014-1/28","2013-6/28",False,"null",15,53853,15229
"Fixes several issues: #630, #631, #632","2013-6/28","2013-6/28","2013-6/28",True,"2013-6/28",2,74,3
"Signalling version 0.99 (pending graphics and fixes in core for 1.0 release)","2013-7/4","2013-7/4","2013-7/4",True,"2013-7/4",3,10383,5809
"L&S Minions","2013-7/7","2013-7/7","2013-7/7",True,"2013-7/7",3,18633,1443
"Upgrade logback to 1.0.13 to fix UnknownHostException on OS X","2013-7/10","2013-7/10","2013-7/10",True,"2013-7/10",3,1,1
"Upgrade LWJGL to 2.9.0, fixing Issue #643","2013-7/10","2013-7/10","2013-7/10",True,"2013-7/10",2,6,4
"Add drowning mechanic to players.","2013-7/12","2013-7/12","2013-7/12",True,"2013-7/12",4,454,67
"Questing Module","2013-7/12","2013-7/12","2013-7/12",True,"2013-7/12",3,270,1
"Add Idea mod files to gitignore","2013-7/12","2013-7/12","2013-7/12",True,"2013-7/12",2,3,0
"Use ISO date time at build.gradle","2013-7/12","2013-7/12","2013-7/12",True,"2013-7/12",2,5,1
"Updated file 'VERSION'","2013-7/12","2013-7/12","2013-7/12",True,"2013-7/12",2,4,3
"More checkstyle rules","2013-7/12","2013-8/12","2013-7/12",False,"null",3,151,196
"Set sourceCompatibility  to Java 7","2013-7/13","2013-7/13","2013-7/13",True,"2013-7/13",2,1,1
"Add a version file","2013-7/13","2013-7/13","2013-7/13",True,"2013-7/13",2,3,1
"Added background and Terasology Header for Applet","2013-7/13","2013-7/13","2013-7/13",False,"null",2,2,1
"Change gitignore","2013-7/18","2013-7/18","2013-7/18",True,"2013-7/18",2,24,15
"Framerate stabilization (during railgun use), minor performance boost and various improvements/additions","2013-7/18","2013-7/18","2013-7/18",True,"2013-7/18",4,1216,135
"Bat for gradlew.bat idea","2013-8/4","2013-8/4","2013-8/4",True,"2013-8/4",3,2,0
"Physics refactoring","2013-8/25","2013-9/25","2013-8/25",False,"null",2,2438,1360
"Major physics refactoring","2013-8/28","2013-9/28","2013-8/28",True,"2013-9/28",3,2433,1360
"Questing for Multiplayer with Beacons!","2013-9/9","2013-9/9","2013-9/9",False,"null",3,526,1
"test","2013-9/13","2013-9/13","2013-9/13",False,"null",3,1,0
"Multiplayer","2013-9/27","2013-9/27","2013-9/27",False,"null",2,825,56
"Tree","2013-9/28","2013-9/28","2013-9/28",True,"2013-9/28",2,984,39
"Fixed stack overflow error.","2013-9/28","2013-9/28","2013-9/28",True,"2013-9/28",2,1,1
"Optimizations in chunk tree generation","2013-10/2","2013-10/2","2013-10/2",True,"2013-10/2",4,136,84
"Add VSync option","2013-10/4","2013-10/4","2013-10/4",True,"2013-10/4",2,45,1
"Miscellaneous improvements","2013-10/15","2013-10/15","2013-10/15",True,"2013-10/15",3,527,333
"TeraMath.pow tests","2013-10/18","2013-10/18","2013-10/18",False,"null",3,89,8
"Add proper tests for TeraMath.pow and tweak it to mimick Java Math.pow","2013-10/20","2013-10/20","2013-10/20",True,"2013-10/20",3,144,14
"Remove magic from EPNoise","2013-10/21","2013-10/21","2013-10/21",True,"2013-10/21",2,74,71
"Use new random number generator classes","2013-10/29","2013-10/29","2013-10/29",True,"2013-10/29",2,459,351
"Fixes for last PR","2013-10/30","2013-10/30","2013-10/30",False,"null",1,21,49
"Use HTTPS rather than SSH to fetch modules","2013-10/30","2013-10/30","2013-10/30",True,"2013-10/30",3,5,5
"mouse input issue fix","2013-11/2","2013-11/2","2013-11/2",False,"null",2,9,9
"Fixed Selection Box Grid Bug #696","2013-11/7","2013-11/7","2013-11/7",True,"2013-11/7",2,11,9
"Added Legally Blind/Mega view distances","2013-11/8","2013-11/8","2013-11/8",True,"2013-11/8",2,10,5
"BlockSelectionComponent, System, Event and Renderer.","2013-11/14","2013-11/14","2013-11/14",True,"2013-11/14",2,323,0
"Added API annotation to BlockSelection","2013-11/14","2013-11/14","2013-11/14",True,"2013-11/14",2,4,0
"Added missing selection texture and @API to World/Chunkgenerator","2013-11/15","2013-11/15","2013-11/15",True,"2013-11/15",2,23,2
"Added menu entry for ""Drop Item"" and ""Hide HUD""","2013-11/17","2013-11/17","2013-11/17",True,"2013-11/17",3,2,0
"Save window position on exit (centered by default)","2013-11/18","2013-11/18","2013-11/18",True,"2013-11/18",2,30,2
"Several small changes for eclipse setup","2013-11/19","2013-11/19","2013-11/19",True,"2013-11/19",2,29,6
"More eclipse setup code","2013-11/21","2013-12/21","2013-11/21",True,"2013-12/21",4,162,85
"Refactor blocks, world generation, and starting inventory out to the Core module","2013-11/22","2013-11/22","2013-11/22",True,"2013-11/22",3,2060,1808
"Added logging of config rendering options on save/load of the config. - Adds #711","2013-11/25","2013-11/25","2013-11/25",True,"2013-11/25",3,23,1
"Added ""Preview Map"" dialog window","2013-11/25","2013-11/25","2013-11/25",True,"2013-11/25",3,373,5
"Refactor to core","2013-11/27","2013-11/27","2013-11/27",False,"null",3,478,40
"Test environment uses correct asset source; fixes #761","2013-11/28","2013-11/28","2013-11/28",True,"2013-11/28",2,2,2
"Yay no more IDE plugin brokenness","2013-12/2","2013-12/2","2013-12/2",False,"null",2,74,27
"Added mouseYAxisInverted option to InputConfig","2013-12/3","2013-12/3","2013-12/3",True,"2013-12/3",2,15,2
"Drowning #651","2013-12/11","2013-12/11","2013-12/11",True,"2013-12/11",4,169,98
"Added Mersenne Prime Twister random number generator","2013-12/11","2013-12/11","2013-12/11",True,"2013-12/11",4,323,3
"Fix leave water sounds potentially not playing","2013-12/12","2013-12/12","2013-12/12",True,"2013-12/12",3,6,6
"Added SimplexNoise","2013-12/14","2013-12/14","2013-12/14",True,"2013-12/14",2,732,0
"Fix crash report dialog and store LRU world generator","2013-12/15","2013-12/15","2013-12/15",True,"2013-12/15",2,20,11
"Add guava caching and fix NPE","2013-12/16","2013-12/16","2013-12/16",True,"2013-12/16",2,5,1
