"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"[RFM] Added CharacterImpulseEvent","2016-7/20","2016-7/20","2016-7/20",True,"2016-7/20",3,58,0
"Rendering and the RenderingDebug configs now ""subscribable"", on a per-property basis.","2016-7/20","2016-7/20","2016-7/20",True,"2016-7/20",6,434,37
"Merge weblate","2016-7/23","2016-7/23","2016-7/23",True,"2016-7/23",5,70,90
"Check entity relevance for rendering","2016-7/23","2016-7/23","2016-7/23",True,"2016-7/23",6,19,6
"Smart property addition","2016-7/23","2016-8/23","2016-7/23",True,"2016-8/23",4,1552,522
"Update dependency on Gestalt to 5.1.1","2016-7/24","2016-7/24","2016-7/24",True,"2016-7/24",2,2,2
"Update menu_ru.lang","2016-7/24","2016-7/24","2016-7/24",True,"2016-7/24",3,24,24
"Adds SetViewportSizeOf StateChange ","2016-7/26","2016-7/26","2016-7/26",True,"2016-7/26",5,207,34
"Making SetRenderBufferMask as a part of FBOs","2016-7/26","2016-8/26","2016-7/26",True,"2016-8/26",5,63,14
"Finalize SetWireframe StateChange","2016-7/27","2016-7/27","2016-7/27",True,"2016-7/27",5,340,140
"A Minor Refactor in StateChanges","2016-7/31","2016-8/31","2016-7/31",True,"2016-8/31",4,38,78
"Added TODOs for future work on ShaderParameter classes","2016-7/31","2016-8/31","2016-7/31",True,"2016-8/31",3,85,10
"New StateChanges for DAG","2016-7/31","2016-8/31","2016-7/31",True,"2016-8/31",5,1163,290
"Misc. NUI editor fixes","2016-8/2","2016-8/2","2016-8/2",True,"2016-8/2",4,46,15
"Nodes use FBOConfig to add their desired FBOs to FBM","2016-8/4","2016-8/4","2016-8/4",True,"2016-8/4",6,1533,1051
"Visual skin editor","2016-8/4","2016-8/4","2016-8/4",True,"2016-8/4",3,1949,1101
"Added categories to leaf block template to make it breakable","2016-8/7","2016-8/7","2016-8/7",True,"2016-8/7",4,4,3
"Override config","2016-8/13","2016-8/13","2016-8/13",True,"2016-8/13",3,54,4
"NUI editor: additional settings and finishing touches","2016-8/13","2016-8/13","2016-8/13",True,"2016-8/13",4,1312,295
"NUI editor autosave","2016-8/21","2016-8/21","2016-8/21",True,"2016-8/21",3,324,52
"[RFR] Introduces API for module developers to add graphical tweaks to their mods","2016-8/22","2017-1/22","2016-8/22",False,"null",8,263,1
"Add a bunch of modules to the lineup + bump libraries","2016-8/23","2016-9/23","2016-8/23",True,"2016-9/23",4,9,1
"[Review/Discussion] Set multiple blocks at once using WorldProvider","2016-8/23","2016-8/23","2016-8/23",True,"2016-8/23",4,90,21
"Add a screen for doing benchmarks","2016-8/25","2016-8/25","2016-8/25",True,"2016-8/25",4,440,7
"update eclipse formatter","2016-8/25","2016-9/25","2016-8/25",True,"2016-9/25",6,278,256
"Improve performance by removing unnecessary locking.","2016-8/25","2016-9/25","2016-8/25",True,"2016-9/25",5,100,257
"Add a default implementation for setBlocks.","2016-8/25","2016-8/25","2016-8/25",True,"2016-8/25",4,14,3
"Fix a memory leak by properly clearing recorded data about temporary block entities","2016-8/28","2016-9/28","2016-8/28",True,"2016-9/28",4,23,2
"Do not edit attributes with no value; option to add layoutInfo","2016-8/31","2016-8/31","2016-8/31",True,"2016-8/31",3,101,57
"whitelist a handful of rendering-related engine and library classes","2016-9/1","2016-9/1","2016-9/1",False,"null",4,4,0
"Fix an issue with drawLine() connecting wrong edges of a rectangle","2016-9/2","2016-9/2","2016-9/2",True,"2016-9/2",3,4,4
"[Discussion] Block placement renovation","2016-9/3","2018-12/3","2016-9/3",False,"null",7,283,96
"Line class refactoring & unit tests","2016-9/6","2016-9/6","2016-9/6",True,"2016-9/6",3,261,92
"remove temporary Vector3i allocations in getBlock","2016-9/6","2016-9/6","2016-9/6",True,"2016-9/6",4,25,5
"Make it more clear that there are assets are under a creative commons license","2016-9/11","2016-9/11","2016-9/11",True,"2016-9/11",4,42,2
"Vive support","2016-9/12","2016-11/12","2016-9/12",True,"2016-11/12",6,964,477
"Fix null field deserialization crash + further possible crashes","2016-9/12","2016-9/12","2016-9/12",True,"2016-9/12",3,4,4
"Discussion: Make setBlocks update entities like setBlock - at huge performance cost !!!","2016-9/12","2017-5/12","2016-9/12",False,"null",5,17,0
"Added null checks to reduce NPEs.","2016-9/12","2016-9/12","2016-9/12",True,"2016-9/12",4,42,28
"Render Task List Generator refactor / Improved Logger Output","2016-9/20","2016-9/20","2016-9/20",True,"2016-9/20",5,320,169
"Rendering engine: refactored 2 nodes + new node type","2016-9/28","2016-10/28","2016-9/28",True,"2016-10/28",5,591,174
"Leap","2016-10/2","2016-10/2","2016-10/2",False,"null",17,34818,12592
"Whitelist many stream classes","2016-10/3","2016-10/3","2016-10/3",False,"null",6,19,0
"2383 - Changed the in-game menu checkbox indicator from an X to a che…","2016-10/4","2016-10/4","2016-10/4",True,"2016-10/4",3,0,0
"add Hungarian flag","2016-10/5","2016-10/5","2016-10/5",False,"null",4,0,0
"Fixes #2489 - ESC now recompiles shaders while exiting video settings","2016-10/5","2016-10/5","2016-10/5",True,"2016-10/5",5,19,4
"Fixes #2321 Update disabled for modules not on meta-server","2016-10/5","2016-10/5","2016-10/5",True,"2016-10/5",4,10,2
"Changed the X to tick in the UI and fixed the previous X visibility in the background","2016-10/5","2016-10/5","2016-10/5",True,"2016-10/5",3,0,0
"Fixes #2382 Refresh Server Information in JoinGameScreen","2016-10/5","2016-10/5","2016-10/5",True,"2016-10/5",4,358,285
"add Hungarian flag","2016-10/6","2016-10/6","2016-10/6",True,"2016-10/6",5,0,0
"JSON formatting overhaul","2016-10/6","2016-10/6","2016-10/6",True,"2016-10/6",4,4267,4342
"Fixes #2342 Module Filters impacting WorldGen list","2016-10/7","2016-10/7","2016-10/7",True,"2016-10/7",3,5,2
"Bumped -Xmx from 1024m to 1536m in launch configs","2016-10/7","2016-10/7","2016-10/7",True,"2016-10/7",3,12,12
"Merge latest translations from Weblate","2016-10/8","2016-10/8","2016-10/8",True,"2016-10/8",6,122,62
"Fix for #1145 adjustable playerHeight","2016-10/8","2016-10/8","2016-10/8",True,"2016-10/8",6,267,34
"Improving portuguese translation","2016-10/8","2016-10/8","2016-10/8",True,"2016-10/8",3,45,45
"Swimming improvements","2016-10/8","2016-10/8","2016-10/8",False,"null",2,126,38
"Swimming improvements","2016-10/8","2017-5/8","2016-10/8",False,"null",7,126,38
"2517 - Added ability to set display mode to Windowed Fullscreen.","2016-10/9","2016-10/9","2016-10/9",True,"2016-10/9",5,202,27
"Fix for #2518","2016-10/10","2016-10/10","2016-10/10",True,"2016-10/10",4,36,4
"Legacy","2016-10/10","2016-10/10","2016-10/10",False,"null",13,74915,16793
"Fixed #1988 auto blocks in-game console","2016-10/10","2016-10/10","2016-10/10",True,"2016-10/10",3,1,1
"Rendering overhaul: HazeNode (was SkyBandsNode)","2016-10/11","2016-10/11","2016-10/11",True,"2016-10/11",5,329,233
"#2139 Added item impact events when hitting world","2016-10/12","2016-10/12","2016-10/12",True,"2016-10/12",3,46,0
"Added more teleport commands","2016-10/12","2016-10/12","2016-10/12",True,"2016-10/12",4,169,1
"Added quantity and shape for bulkGiveBlock","2016-10/13","2016-10/13","2016-10/13",True,"2016-10/13",3,5,2
"Improve german translation","2016-10/13","2016-10/13","2016-10/13",True,"2016-10/13",3,58,58
"giveBlock return instead of exception","2016-10/14","2016-10/14","2016-10/14",True,"2016-10/14",5,4,4
