"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"fix: companion module reference","2020-4/5","2020-4/5","2020-4/5",True,"2020-4/5",3,3,1
"added serilization check","2020-4/5","2020-4/5","2020-4/5",False,"null",3,20,12
"removed vrProvider from FirstPersonHeldItemMountPointComponent for #3877","2020-4/6","2020-4/6","2020-4/6",True,"2020-4/6",3,1,12
"Added Gitpod files","2020-4/7","2020-4/7","2020-4/7",True,"2020-4/7",3,18,0
"bumped version of joml and resolved direction of lightshafts","2020-4/8","2020-4/8","2020-4/8",True,"2020-4/8",3,4,3
"fix: Use 16 bit TeraArray in ChunkImpl ","2020-4/11","2020-4/11","2020-4/11",True,"2020-4/11",2,21,13
"Time out of sync for players in multiplayer","2020-4/15","2020-8/15","2020-4/15",False,"null",3,177,9
" chore: Add JavaDoc and fix some prefabs","2020-4/16","2020-4/16","2020-4/16",True,"2020-4/16",2,14,4
"feat: Make DebugMetrics available to modules","2020-4/17","2020-4/17","2020-4/17",True,"2020-4/17",2,42,6
"feat(JOML): migrate bullet system","2020-4/18","2020-8/18","2020-4/18",False,"null",1,177,144
"Added a double-click listener in UIText - see #3884","2020-4/18","2020-4/18","2020-4/18",True,"2020-4/18",2,18,0
"Release v3.1.0","2020-4/19","2020-4/19","2020-4/19",True,"2020-4/19",8,979,153
"Comment out a bit more VR stuff to avoid a native resolution issue in module standalone workspaces","2020-4/19","2020-4/19","2020-4/19",True,"2020-4/19",3,4,16
"JOML method replacements for (WorldProvider, BlockEntityRegistry)","2020-4/20","2020-4/20","2020-4/20",False,"null",1,497,45
"feat(JOML): Migrate methods of WorldProvider","2020-4/20","2020-4/20","2020-4/20",True,"2020-4/20",3,171,33
"Feature/joml conversion full","2020-4/20","2020-9/20","2020-4/20",False,"null",2,3233,2653
"started working on porting character movement","2020-4/20","2020-4/20","2020-4/20",False,"null",1,21,16
"partial port of kinematicCharacterMover","2020-4/21","2020-7/21","2020-4/21",True,"2020-7/21",3,90,89
"resolved entityref issue","2020-4/22","2020-4/22","2020-4/22",False,"null",3,1,4
"Added a new Biomes Metric mode and fixed OnBiomeChangedEvent","2020-4/22","2020-5/22","2020-4/22",False,"null",4,129,2
"chore: Improve camera math usage","2020-4/22","2020-4/22","2020-4/22",True,"2020-4/22",3,24,21
"fix: Explode tool explosion sound behavior","2020-4/23","2020-4/23","2020-4/23",True,"2020-4/23",2,0,3
"feat: Add events to scale character","2020-4/24","2020-4/24","2020-4/24",True,"2020-4/24",3,405,91
"JOML migration for AudioManager","2020-4/24","2020-4/24","2020-4/24",True,"2020-4/24",3,107,58
"Render DAG and rendering modules architecture (updated)","2020-4/25","2020-5/25","2020-4/25",False,"null",6,2953,5431
"feat: add retain components component","2020-4/25","2020-4/25","2020-4/25",True,"2020-4/25",3,58,4
"fix: Add logic check to allow visible water under other blocks","2020-4/26","2020-4/26","2020-4/26",True,"2020-4/26",4,7,0
"feat(JOML): Migrate PlayerFactory","2020-4/27","2020-4/27","2020-4/27",True,"2020-4/27",3,260,28
"fix: Add type handler for `Class<? extends Component>` ","2020-4/28","2020-5/28","2020-4/28",True,"2020-5/28",3,113,15
"feat(typeHandling): Add SpecificTypeHandlerFactory","2020-4/29","2020-4/29","2020-4/29",True,"2020-4/29",2,60,8
"fix: Use appropriate privileges to access members of types with reflection during serialization","2020-4/29","2020-4/29","2020-4/29",True,"2020-4/29",2,47,84
"feat(JOML): Migrate Particle System","2020-4/30","2020-6/30","2020-4/30",True,"2020-6/30",4,28,26
"feat: Particle System Gen./Aff. Registration","2020-4/30","2020-5/30","2020-4/30",True,"2020-5/30",3,251,181
"feat(JOML): Migrate BlockMeshLoader","2020-4/30","2020-6/30","2020-4/30",True,"2020-6/30",4,32,28
"feat(JOML): Migrate CharacterSoundSystem","2020-4/30","2020-4/30","2020-4/30",True,"2020-4/30",2,6,4
"feat(groovyw): add command to create dependency dot file","2020-4/30","2020-5/30","2020-4/30",True,"2020-5/30",3,131,56
"chore: Extract CoreItems from Core","2020-4/30","2020-5/30","2020-4/30",False,"null",2,56,1758
"feat(JOML): Migrate BlockEntityRegistry","2020-5/1","2020-5/1","2020-5/1",True,"2020-5/1",2,187,35
"v3.2.0","2020-5/2","2020-5/2","2020-5/2",True,"2020-5/2",8,1756,631
