"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Change advanced game create UI to clarify the game creation process","2018-12/2","2018-12/2","2018-12/2",True,"2018-12/2",4,613,314
"Added Documentation to GsonSerializer.java","2018-12/2","2018-12/2","2018-12/2",True,"2018-12/2",5,87,5
"Add title feature for more game experience","2018-12/2","2019-1/2","2018-12/2",False,"null",5,280,0
"Removing biomes, to be moved to module","2018-12/3","2019-7/3","2018-12/3",True,"2019-7/3",5,750,1605
"feat: Add AFK state for players in multiplayer","2018-12/4","2020-11/4","2018-12/4",True,"2020-11/4",7,490,3
"Apply special keyboards option in Input settings","2018-12/10","2018-12/10","2018-12/10",True,"2018-12/10",4,188,63
"Fix LGTM Alerts","2018-12/15","2018-12/15","2018-12/15",True,"2018-12/15",5,28,35
"UI Scaling","2018-12/17","2018-12/17","2018-12/17",True,"2018-12/17",4,157,11
"Added Class Documentation to EventSerializer and EntitySerializer","2018-12/18","2019-10/18","2018-12/18",False,"null",7,4812,2100
"Add in javadoc and minor refactoring for `org.terasology.world.propagation` package","2018-12/20","2018-12/20","2018-12/20",True,"2018-12/20",4,377,136
"Fix Columnlayout and MultiRowLayout spacing issues by fixing integer casts","2018-12/21","2018-12/21","2018-12/21",True,"2018-12/21",4,2,2
"Fixed tabbing between widgets after Escape is pressed","2018-12/21","2018-12/21","2018-12/21",True,"2018-12/21",4,21,7
"Fixes the display mode dropdown","2018-12/25","2018-12/25","2018-12/25",True,"2018-12/25",3,3,2
"Merge pull request #3589 from Adrijaned/loadProcessDoc","2018-12/25","2020-1/25","2018-12/25",True,"2020-1/25",7,113,186
"The game details screen now shows the world name instead of ""main""","2018-12/26","2019-1/26","2018-12/26",True,"2019-1/26",3,29,8
"Fixes dropdowns when tabbing and allows tabbing to text entry boxes","2018-12/27","2019-1/27","2018-12/27",True,"2019-1/27",3,58,22
"SlideImagesPreviewScaleFixed","2019-1/10","2019-1/10","2019-1/10",True,"2019-1/10",4,3,3
"Revert #3595, re-fix #3584, thereby fixing main title cropping","2019-1/20","2019-1/20","2019-1/20",True,"2019-1/20",4,8,4
"UIImage Scaling Fixes#3598","2019-1/21","2019-1/21","2019-1/21",False,"null",5,44,14
"Fixed image scaling","2019-1/23","2019-1/23","2019-1/23",False,"null",3,7,1
"Fixed image scaling","2019-1/23","2019-2/23","2019-1/23",True,"2019-2/23",4,7,1
"Add discord to the readme","2019-1/27","2019-1/27","2019-1/27",True,"2019-1/27",2,2,1
