"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Extracted the move block part to a generic system.","2015-4/24","2015-4/24","2015-4/24",False,"null",3,0,0
"Alternative approach to #1681","2015-4/24","2015-4/24","2015-4/24",True,"2015-4/24",3,42,390
"Fixing the PlayerStartingInventorySystem to only be run on AUTHORITY and...","2015-4/24","2015-4/24","2015-4/24",True,"2015-4/24",4,178,48
"Introducing GraphicState","2015-4/24","2015-5/24","2015-4/24",True,"2015-5/24",4,587,306
"Introduce initialize() method for FacetProvider","2015-4/25","2015-4/25","2015-4/25",True,"2015-4/25",3,27,1
"Fix block plaement near player.","2015-4/25","2015-4/25","2015-4/25",True,"2015-4/25",3,36,3
"Adding new method to InventoryManager that removes an item from a given ...","2015-4/26","2015-4/26","2015-4/26",True,"2015-4/26",5,49,19
"Fix NullPointerException on instigator access on server.","2015-4/27","2015-4/27","2015-4/27",True,"2015-4/27",4,1,7
"Addressing two issues with one stone - #1659 and #1658","2015-4/30","2015-5/30","2015-4/30",True,"2015-5/30",3,136,26
"New spawning system","2015-5/1","2015-5/1","2015-5/1",True,"2015-5/1",3,313,132
"Sync lifetime of ServerInfoService with join game screen","2015-5/1","2015-5/1","2015-5/1",True,"2015-5/1",3,39,11
"Clipboard support added to engine","2015-5/2","2015-5/2","2015-5/2",True,"2015-5/2",3,99,1
"Removed System.out.println from the structural support system.","2015-5/4","2015-5/4","2015-5/4",True,"2015-5/4",3,0,1
"Two small changes","2015-5/5","2015-5/5","2015-5/5",True,"2015-5/5",4,144,1
"Integrate WorldViewer renderer","2015-5/6","2015-5/6","2015-5/6",True,"2015-5/6",4,2113,181
"Inventory improvements and option for automatic performance monitoring","2015-5/8","2015-5/8","2015-5/8",True,"2015-5/8",3,1675,27
"Introduce the concept of a Context to slowly get rid of CoreRegistry.","2015-5/10","2015-5/10","2015-5/10",True,"2015-5/10",7,577,333
"Further work on the BrowserWidget, it now supports documents rendered…","2015-5/11","2015-5/11","2015-5/11",True,"2015-5/11",3,745,469
"Merge world config screen into preview screen","2015-5/14","2015-5/14","2015-5/14",True,"2015-5/14",5,408,576
"Remove CoreRegistry usage: Part II","2015-5/16","2015-5/16","2015-5/16",True,"2015-5/16",7,626,429
"Add more shield icons to README","2015-5/18","2015-5/18","2015-5/18",True,"2015-5/18",3,8,4
"Use terasology.org as default host for master-server","2015-5/18","2015-6/18","2015-5/18",True,"2015-6/18",3,55,41
"Improve reporting of shader compiler errors","2015-5/19","2015-6/19","2015-5/19",True,"2015-6/19",5,93,107
"Removing entity leak when transferring items from one stack that are …","2015-5/21","2015-5/21","2015-5/21",True,"2015-5/21",3,1,0
"Reducing the number of Rotations from 64 to the actual 24 possible, b…","2015-5/22","2015-5/22","2015-5/22",False,"null",5,329,132
"Compute unit test coverage using JaCoCo","2015-5/23","2015-6/23","2015-5/23",True,"2015-6/23",5,24,0
"  Remove CoreRegistry usage: Part III + Improve ComponentSystemManager life cycle","2015-5/23","2015-6/23","2015-5/23",True,"2015-6/23",6,116,160
"Intergrate gestalt asset core","2015-5/24","2015-6/24","2015-5/24",True,"2015-6/24",7,795,423
"Scrollbar: check for division-by-zero, and remove handle when larger than scrollbar size","2015-5/26","2015-5/26","2015-5/26",True,"2015-5/26",5,15,14
"Introducing the PostProcessor","2015-5/26","2015-6/26","2015-5/26",True,"2015-6/26",4,1117,762
"Cached seed in WorldBuilder to remove order-dependence between setSeed() and addProvider()","2015-5/27","2015-5/27","2015-5/27",True,"2015-5/27",4,5,0
"Read entity height from player prefab","2015-5/31","2015-6/31","2015-5/31",True,"2015-6/31",3,141,91
"PerformanceMonitor: augmented javadocs, some refactoring","2015-5/31","2015-6/31","2015-5/31",True,"2015-6/31",3,230,119
"PerformanceMonitorRefactoring (reduced)","2015-5/31","2015-6/31","2015-5/31",False,"null",4,146,80
"Report only latest log folder to CrashReporter","2015-6/1","2015-6/1","2015-6/1",True,"2015-6/1",3,18,19
"Fix character encoding issues in source files","2015-6/3","2015-6/3","2015-6/3",True,"2015-6/3",3,12,6
"Changed all (short-lived) tasks to execute from a single thread pool.","2015-6/5","2016-4/5","2015-6/5",False,"null",5,1035,513
