"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Stop services in a particular order","2018-8/1","2018-8/1","2018-8/1",True,"2018-8/1",3,71,4
"Update Python and PHP runtime to 1.8.1 SDK","2018-8/1","2018-9/1","2018-8/1",True,"2018-9/1",3,13449,4344
"Force the push worker to time out stuck tasks","2018-8/2","2018-10/2","2018-8/2",True,"2018-10/2",4,138,123
"Use real AppScale Cloud Storage when configured","2018-8/2","2018-10/2","2018-8/2",False,"null",4,206,1
"Try to determine which user to login as","2018-8/2","2018-8/2","2018-8/2",True,"2018-8/2",4,26,18
"Handle ID separator in key name","2018-8/6","2018-8/6","2018-8/6",True,"2018-8/6",4,25,9
"Add E2E test for queries involving ID separator","2018-8/6","2018-8/6","2018-8/6",True,"2018-8/6",3,209,86
"Wrap index update with tornado_synchronous","2018-8/7","2018-8/7","2018-8/7",True,"2018-8/7",3,4,3
"Close PG connection when cleaning up project","2018-8/8","2018-8/8","2018-8/8",True,"2018-8/8",3,3,1
"Catch QueueNotFound error in TQ REST API","2018-8/8","2018-8/8","2018-8/8",True,"2018-8/8",4,5,2
"Do retries when creating table for pull queue in PG","2018-8/8","2018-8/8","2018-8/8",True,"2018-8/8",3,34,28
"When adding task recognize PostgresPullQueue as PULL queue","2018-8/8","2018-8/8","2018-8/8",True,"2018-8/8",3,4,2
"Taskqueue e2e test","2018-8/8","2018-9/8","2018-8/8",True,"2018-9/8",4,9456,0
"Include trailing value delimiter in range queries","2018-8/9","2018-9/9","2018-8/9",True,"2018-9/9",3,3,4
"Use hmac helper for authentication check","2018-8/10","2018-8/10","2018-8/10",True,"2018-8/10",3,3,2
"Use security token when making Monit API calls","2018-8/20","2018-8/20","2018-8/20",True,"2018-8/20",3,202,71
"Add test for merge join query with null value","2018-8/21","2018-9/21","2018-8/21",True,"2018-9/21",4,50,0
"Taskqueue load test","2018-8/27","2018-9/27","2018-8/27",True,"2018-9/27",3,1723,0
"Merge release notes from release-3.5 branch into master","2018-8/27","2018-8/27","2018-8/27",True,"2018-8/27",3,23,0
"Retry layout check if it fails for unknown reason","2018-8/28","2018-9/28","2018-8/28",True,"2018-9/28",4,28,5
"Bump version to 3.6.0","2018-8/29","2018-9/29","2018-8/29",True,"2018-9/29",4,1,1
"3.6.0 Release notes first draft","2018-8/29","2018-9/29","2018-8/29",True,"2018-9/29",3,99,1
"Give a list of instances to terminate","2018-8/31","2019-2/31","2018-8/31",False,"null",3,33,29
"Monit random csrf token and switch to appscale start/stop scripts","2018-8/31","2018-9/31","2018-8/31",True,"2018-9/31",3,110,104
"Postgres connection pool with autoreconnect","2018-9/5","2018-11/5","2018-9/5",True,"2018-11/5",3,264,258
"Avoid using slots dunder method","2018-9/5","2018-9/5","2018-9/5",True,"2018-9/5",3,12,9
"Pin SOAPpy to version 0.12.22","2018-9/5","2018-9/5","2018-9/5",True,"2018-9/5",4,9,0
"Add hmac.compare_digest fallback","2018-9/5","2018-9/5","2018-9/5",True,"2018-9/5",4,33,5
"Require attrs>=18.1.0","2018-9/6","2018-9/6","2018-9/6",True,"2018-9/6",3,1,1
"Decrease Cassandra heap size when sharing roles","2018-9/7","2018-11/7","2018-9/7",True,"2018-11/7",4,3,2
"Use the unittest module to run end-to-end tests","2018-9/10","2018-11/10","2018-9/10",True,"2018-11/10",3,100,145
"Update Python and PHP runtime to 1.8.2 SDK","2018-9/11","2018-10/11","2018-9/11",True,"2018-10/11",3,4541,2624
"Route instances as soon as they are registered","2018-9/13","2019-1/13","2018-9/13",True,"2019-1/13",3,517,93
"Add cassandra status to Hermes","2018-9/14","2018-10/14","2018-9/14",True,"2018-10/14",3,656,280
"Application scaling for version configuration","2018-9/20","2018-10/20","2018-9/20",True,"2018-10/20",3,373,11
"Ec2 private ips","2018-9/26","2018-11/26","2018-9/26",True,"2018-11/26",3,12,0
"Add IndexManager","2018-9/27","2018-11/27","2018-9/27",True,"2018-11/27",3,1226,339
"version bump and release notes for 3.6.1","2018-9/27","2018-10/27","2018-9/27",True,"2018-10/27",3,8,1
"Cleaning Hermes","2018-10/2","2018-10/2","2018-10/2",True,"2018-10/2",4,304,1295
"Move instance fulfillment work to InstanceManager","2018-10/4","2018-10/4","2018-10/4",True,"2018-10/4",4,1498,2461
"Handle datastore connection errors with TQ server","2018-10/5","2018-12/5","2018-10/5",True,"2018-12/5",3,109,31
"Install Python MySQL client during build","2018-10/5","2018-10/5","2018-10/5",True,"2018-10/5",4,4,0
"Move blob fetching work to DatastoreBlobReader","2018-10/10","2018-10/10","2018-10/10",True,"2018-10/10",4,98,80
"Use a patched version of Cassandra","2018-10/10","2018-11/10","2018-10/10",True,"2018-11/10",4,4,2
"Update Python and PHP runtime to 1.8.3 SDK","2018-10/13","2018-10/13","2018-10/13",True,"2018-10/13",3,21704,4671
"Project ID validation upgrade","2018-10/16","2018-10/16","2018-10/16",True,"2018-10/16",4,10,4
"Serving status modification for application versions with manual scaling","2018-10/17","2019-1/17","2018-10/17",True,"2019-1/17",3,83,24
"Update Python and PHP runtime to 1.8.4 SDK","2018-10/18","2018-11/18","2018-10/18",True,"2018-11/18",4,3261,15639
"Defer to vendored framework for endpoints 2","2018-10/18","2018-10/18","2018-10/18",True,"2018-10/18",4,8,4
"Accept all arguments to _handle_request","2018-10/18","2018-10/18","2018-10/18",True,"2018-10/18",3,3,2
"Use a fallback mechanism on connection failures","2018-10/18","2018-10/18","2018-10/18",True,"2018-10/18",5,74,34
"Improve restore reliability and performance","2018-10/23","2018-12/23","2018-10/23",False,"null",1,104,85
"Add support for Stretch","2018-10/24","2018-11/24","2018-10/24",True,"2018-11/24",3,124,25
