"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Support relative file URIs for accessing local files","2021-1/21","2021-1/21","2021-1/21",True,"2021-1/21",2,58,33
"Otp2 splitter refactor","2021-1/25","2021-1/25","2021-1/25",False,"null",1,499,450
"Otp2 filter itineraries","2021-1/26","2021-1/26","2021-1/26",True,"2021-1/26",2,568,463
"Otp2 board cost","2021-1/26","2021-1/26","2021-1/26",True,"2021-1/26",2,778,581
"RAPTOR: extract the TripPattern filtering to allow customization","2021-1/29","2021-2/29","2021-1/29",True,"2021-2/29",3,305,41
"Add support for actualArrivalTimes and actualDepartureTimes","2021-1/29","2021-2/29","2021-1/29",True,"2021-2/29",2,268,148
"Remove poor transit results for short trips, when walking is better","2021-1/29","2021-2/29","2021-1/29",True,"2021-2/29",2,255,4
"Trip-to-trip transfers - Part 1","2021-1/30","2021-2/30","2021-1/30",True,"2021-2/30",2,1483,1328
"doc: Update the PR Template","2021-1/30","2021-2/30","2021-1/30",True,"2021-2/30",2,29,10
"Otp2 include planned cancellations","2021-2/1","2021-2/1","2021-2/1",True,"2021-2/1",3,138,66
"Add Direction enum to OTP model and add Netex mapping","2021-2/2","2021-2/2","2021-2/2",True,"2021-2/2",2,141,50
"Fix: Test not working after auto merging of PRs: #3335 and #3337","2021-2/4","2021-2/4","2021-2/4",True,"2021-2/4",1,5,4
"Add ParkAndRide API as sandbox extension","2021-2/6","2021-3/6","2021-2/6",True,"2021-3/6",2,121,0
"Fix title in mkdocs.yml","2021-2/6","2021-2/6","2021-2/6",True,"2021-2/6",2,1,1
"Booking rules","2021-2/9","2021-3/9","2021-2/9",True,"2021-3/9",3,1133,125
"Correctly fill out platformCode during itinerary mapping","2021-2/11","2021-2/11","2021-2/11",True,"2021-2/11",2,2,2
"Fix #3014. Support for depart after or arrive before a specific time","2021-2/12","2021-2/12","2021-2/12",True,"2021-2/12",2,259,9
"SimpleStreetSplitter refactor","2021-2/12","2021-3/12","2021-2/12",True,"2021-3/12",4,1726,1452
"RAPTOR: migrate TripPatternForDate#tripTimes to a List","2021-2/16","2021-2/16","2021-2/16",True,"2021-2/16",2,31,25
"RAPTOR: keep track of used RaptorTransfers during traversal","2021-2/16","2021-2/16","2021-2/16",True,"2021-2/16",2,78,35
"Otp2 speed test improve graph loading","2021-2/18","2021-2/18","2021-2/18",True,"2021-2/18",2,107,66
"Handle pathways with only traversal_time set","2021-2/22","2021-2/22","2021-2/22",True,"2021-2/22",3,96,31
"Simplify handling of bikes allowed","2021-3/2","2021-3/2","2021-3/2",True,"2021-3/2",3,236,503
"Use the station name for pathway levels if no value is provided","2021-3/3","2021-3/3","2021-3/3",True,"2021-3/3",3,2,2
"Beautify DebugAggregator log output","2021-3/3","2021-3/3","2021-3/3",True,"2021-3/3",3,21,9
