"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Fix #40011: Tweak overflow behaviour when setting tab is narrow","2017-12","2017-12","2017-12",True,"2017-12"
"Use case-insensitive environment vars on Windows","2017-12","2017-12","2017-12",True,"2017-12"
"Fix circular/infinite dispose Fixes: #40465","2017-12","2017-12","2017-12",True,"2017-12"
"SelectBox select on mouseup only Fixes: #40438","2017-12","2017-12","2017-12",True,"2017-12"
"Automatically select type in generated snippet","2017-12","2018-1","2017-12",False,"null"
"Fix backspace in IME composition on iOS Safari","2017-12","2018-5","2017-12",True,"2018-5"
"SelectBox toggle select on 2nd click Fixes: #40513","2017-12","2017-12","2017-12",True,"2017-12"
"Focus xterm on first startup. fix #40416","2017-12","2018-1","2017-12",False,"null"
"issue: #40373 default setting for panel location","2017-12","2017-12","2017-12",True,"2017-12"
"Buffer improvements","2017-12","2018-1","2017-12",True,"2018-1"
"Add tooltip on links in markdown preview #30201","2017-12","2017-12","2017-12",True,"2017-12"
"Windows: improved saving as admin","2017-12","2017-12","2017-12",True,"2017-12"
"SelectBox - Return focus to select after mouse selection.  Fixes: #40596","2017-12","2017-12","2017-12",True,"2017-12"
"SelectBox: Trigger custom not native select with Alt-Up. Fixes: #40595","2017-12","2017-12","2017-12",True,"2017-12"
"workbench: Adds actions for moveEditorToFirstGroup, moveEditorToSecondGroup, moveEditorToThirdGroup","2017-12","2017-12","2017-12",True,"2017-12"
"[Docs] - VSCODE - README.md - minor tweaks (spelling/grammar)","2017-12","2017-12","2017-12",False,"null"
"Change default shortcut search history navigation","2017-12","2018-6","2017-12",False,"null"
"Option to disable Touch Bar controls and leave control strip (#38333)","2017-12","2017-12","2017-12",True,"2017-12"
"Switch all schemastore.org URLs to use SSL.","2017-12","2018-1","2017-12",True,"2018-1"
"workbench: Adds 'Show Code Version' Action","2017-12","2018-2","2017-12",True,"2018-2"
"Add fixed sized workbench tabs","2017-12","2018-1","2017-12",False,"null"
"added Center Mode (#15684)","2017-12","2018-2","2017-12",True,"2018-2"
"Fix capitalization in holiday message","2017-12","2018-1","2017-12",False,"null"
"Add user stylesheet","2017-12","2018-1","2017-12",False,"null"
"support next-previous change in editor view #7717","2017-12","2018-2","2017-12",False,"null"
"Add when contextKey for scm viewlet Fixes #17722","2017-12","2018-2","2017-12",False,"null"
"Add an option to display minimap to the left.","2017-12","2018-1","2017-12",True,"2018-1"
"fix spelling of issues to issue since ""report issues"" can't be found in the command palette","2017-12","2017-12","2017-12",True,"2017-12"
"reduce padding when close button is left fixes Microsoft/vscode/#39603","2017-12","2018-1","2017-12",False,"null"
"Support terminal bell","2017-12","2018-1","2017-12",True,"2018-1"
"add option to disable terminal exit alert","2017-12","2018-1","2017-12",True,"2018-1"
":christmas_tree:  SelectBox: First character navigation. Fixes: #40540","2017-12","2017-12","2017-12",True,"2017-12"
"Fix DeleteAllLeft when executed from column 1","2017-12","2018-6","2017-12",False,"null"
"SelectBox add PageUp, PageDown, Home, End Nav. Fixes #40599","2017-12","2017-12","2017-12",True,"2017-12"
"Monokai Dimmed & Light Themes - Increase foreground, hover contrast. Fixes: #40731, #40732","2017-12","2018-1","2017-12",True,"2018-1"
"[workbench/fileActions] add focusActiveFileInExplorer action","2017-12","2018-6","2017-12",False,"null"
"Allow alt+F4 to close window in integrated terminal on Windows Fixes #35646","2017-12","2018-1","2017-12",True,"2018-1"
