"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Update README.md","2018-10","2018-10","2018-10",False,"null"
"Minor correction in README.md","2018-10","2018-10","2018-10",False,"null"
"Minimap: Settings for background and text opacity","2018-10","2020-2","2018-10",False,"null"
"Allow globalState to be synchronized across multiple windows","2018-10","2018-10","2018-10",True,"2018-10"
"Prevent terminal task system from trying to set a non-existent terminal as active","2018-10","2018-10","2018-10",True,"2018-10"
"Update README.md","2018-10","2018-10","2018-10",False,"null"
"Update README.md","2018-10","2018-10","2018-10",False,"null"
"Update README.md","2018-10","2018-10","2018-10",False,"null"
"Fix extension search","2018-10","2019-3","2018-10",False,"null"
"Update Readme","2018-10","2018-10","2018-10",False,"null"
"Translation of default README to PT-BR","2018-10","2018-10","2018-10",False,"null"
"Update appinsights dependency ","2018-10","2018-10","2018-10",True,"2018-10"
"Make extension detail styles more responsive","2018-10","null","2018-10",False,"null"
"Fixed Some grammatical errors","2018-10","2018-10","2018-10",False,"null"
"Git clone fix to use basename","2018-10","2019-8","2018-10",True,"2019-8"
"Git: Checkout to a tracked local branch instead when trying to checkout to a remote branch","2018-10","2019-5","2018-10",True,"2019-5"
"Disable forcing of Developer Keybindings by default","2018-10","2018-10","2018-10",False,"null"
"Fixed typos and a word","2018-10","2018-10","2018-10",True,"2018-10"
"PR-7842: search for extensions via command line #7842","2018-10","null","2018-10",False,"null"
"Release/1.28","2018-10","2018-10","2018-10",False,"null"
"fixed documentation typo: 'guardeed' -> 'guaranteed'","2018-10","2018-10","2018-10",True,"2018-10"
"Inactive tab foreground (#61106)","2018-10","2018-10","2018-10",True,"2018-10"
"Fixing image viewer zoom","2018-10","2018-10","2018-10",True,"2018-10"
"Fixes Microsoft/vscode#15043 Format selection keyboard shortcut will …","2018-10","2018-10","2018-10",True,"2018-10"
"Corrected typo in comments","2018-10","2018-10","2018-10",True,"2018-10"
"Correct enum value for CompletionItemKind.","2018-10","2018-10","2018-10",False,"null"
"Scrolling zoom is reversed if image viewer doesn't have focus","2018-10","2018-10","2018-10",True,"2018-10"
"Fix strict null errors in problemMatcher.ts","2018-10","2018-10","2018-10",True,"2018-10"
