['closedAt'],['createdAt'],['merged'],['mergedAt'],['publishedAt'],['title']
2017-12,2017-11,False,,2017-11,Modify hygiene pre-commit checks for users with git autocrlf set
2017-12,2017-11,True,2017-12,2017-11,"Show branches list in ""git pull from"""
2017-12,2017-11,False,,2017-11,Turn off hiding of tree view buttons
2019-10,2017-11,False,,2017-11,README.md: Adding dependencies (+dev) check badge
2017-12,2017-11,True,2017-12,2017-11,Setting to show Source Control Provider even for single repository
2017-11,2017-11,True,2017-11,2017-11,Trim whitespace from command.stash
2017-11,2017-11,False,,2017-11,Resized clean.svg
2017-11,2017-11,True,2017-11,2017-11,Add code --ps
2017-11,2017-11,True,2017-11,2017-11,Extensions runtime information
2017-12,2017-11,False,,2017-11,Make Horizontal Slider Taller #32192
2019-10,2017-11,False,,2017-11,Issue #39269
2018-1,2017-11,True,2018-1,2017-11,Increase minimum limit for fontSize and lineHeight
2017-11,2017-11,True,2017-11,2017-11,added workspace statistics to '--ps'
2018-1,2017-11,False,,2017-11,Allow specifying number of scrolled lines in args
2017-11,2017-11,True,2017-11,2017-11,Add code folding #region support in coffeescript
2018-1,2017-11,True,2018-1,2017-11,Fix auto closing of < in markdown code blocks
2017-12,2017-11,True,2017-12,2017-11,Introduce a log service across all processes
2017-12,2017-11,True,2017-12,2017-11,Tilde expansion for files to include and exclude (fixes #36792)
2018-1,2017-11,False,,2017-11,Capitalized string tarea Task in Spanish
2017-12,2017-12,True,2017-12,2017-12,Fix #34057 - Allow default config exporter to access platform-specific configurations that don't apply on the build machine
2017-12,2017-12,True,2017-12,2017-12,Mark onDidChangeActiveTextEditor can fire with undefined
2018-5,2017-12,False,,2017-12,Fix #39306 - allow tab to change file currently being renamed
2017-12,2017-12,True,2017-12,2017-12,"Support '../' and '..\' for specifying relative paths in search, fixes #38144"
2017-12,2017-12,True,2017-12,2017-12,Include common word delimiter
2017-12,2017-12,True,2017-12,2017-12,Update Quiet Light theme's JSX
2017-12,2017-12,False,,2017-12,Add Debug:Evaluate command to REPL history
2017-12,2017-12,False,,2017-12,Few minor changes.
2017-12,2017-12,True,2017-12,2017-12,Add selected text to configuration variable #27466
2017-12,2017-12,True,2017-12,2017-12,Fix Markdown quote syntax highlight(fix #38523)
2018-1,2017-12,True,2018-1,2017-12,"Adds bracket highlighting in scrollbar, fixes issue #16228"
2018-8,2017-12,False,,2017-12,Quick tab jump to bracket
2017-12,2017-12,True,2017-12,2017-12,Copy OnEnter rules from html to php #39142
2017-12,2017-12,True,2017-12,2017-12,"Revert ""Specify the UTI types for files in the Info.plist"""
2018-4,2017-12,False,,2017-12,"Add 'Cancel Search' button, #30336"
2017-12,2017-12,True,2017-12,2017-12,Support current user install of Git Bash
2017-12,2017-12,True,2017-12,2017-12,Allow decorators to change font-weight and font-style.
2017-12,2017-12,False,,2017-12,Changed telemetry default settings to false
2017-12,2017-12,False,,2017-12,Search with Line Numbers
2017-12,2017-12,True,2017-12,2017-12,Allow resizing of open editors pane
2017-12,2017-12,False,,2017-12,Use html on enter rules in php 
2017-12,2017-12,False,,2017-12,Have the Seti Icon Theme use the json icon for jsonc files
2017-12,2017-12,True,2017-12,2017-12,Add .nvmrc file
2017-12,2017-12,False,,2017-12,"""files to include"" and ""files to exclude"" now are separated with ';' …"
2017-12,2017-12,False,,2017-12,Fix incomplete configMissing message in debugService.ts
2018-2,2017-12,True,2018-2,2017-12,Fade out tabs when sizing is set to shrink (fix #39417)
2017-12,2017-12,True,2017-12,2017-12,terminal scroll cursor set to default
2018-10,2017-12,False,,2017-12,Search with Line Numbers
2017-12,2017-12,False,,2017-12,HTML code completion for scripts
2017-12,2017-12,False,,2017-12,Fixes #39750
2017-12,2017-12,True,2017-12,2017-12,Fixes #39750
2017-12,2017-12,True,2017-12,2017-12,Fix #39867 fix git popStash type check
2017-12,2017-12,True,2017-12,2017-12,handle multi-line messages in multi-line patterns
2018-2,2017-12,True,2018-2,2017-12,allow for problem patterns without a line
2018-1,2017-12,False,,2017-12,Apply suggestion additionalTextEdits after main insertion
2017-12,2017-12,True,2017-12,2017-12,Fix md block under a list is recognized as a paragraph
2017-12,2017-12,True,2017-12,2017-12,fix: #39738
2018-6,2017-12,True,2018-6,2017-12,[WIP] Colored titlebar for Windows
2017-12,2017-12,True,2017-12,2017-12,Expose border style for debug toolbar. Fixes #39324
2017-12,2017-12,True,2017-12,2017-12,eslint-compact to use absolute pathnames
2018-1,2017-12,True,2018-1,2017-12,Update issue_template.md
2017-12,2017-12,True,2017-12,2017-12,Compile monaco in build machines
2018-1,2017-12,False,,2017-12,Delay dirty state change event to next tick
2018-3,2017-12,False,,2017-12,Prototype definition and span API
2017-12,2017-12,True,2017-12,2017-12,Handle Ruby auto-indent issues
2017-12,2017-12,True,2017-12,2017-12,Point to correct keybinding in smoketest
2017-12,2017-12,True,2017-12,2017-12,"adding pid to --status, implements #40055"
2017-12,2017-12,True,2017-12,2017-12,Run configurationResolver on terminal env vars
2018-5,2017-12,False,,2017-12, Adding support for project level validation in json extension
2017-12,2017-12,True,2017-12,2017-12, Allow to save files that need user elevation
2017-12,2017-12,False,,2017-12,Merge pull request #1 from Microsoft/master
2017-12,2017-12,True,2017-12,2017-12,[fix] Wording issue #40064
2017-12,2017-12,True,2017-12,2017-12,Dynamically import xterm.js
2017-12,2017-12,True,2017-12,2017-12,Update to latest C# TextMate grammar
2017-12,2017-12,True,2017-12,2017-12,reset focus context key when the webview is disposed
2017-12,2017-12,True,2017-12,2017-12,2017-12-12. Merged in translations from Transifex.
2017-12,2017-12,True,2017-12,2017-12,Expose log level and log path to extensions
2017-12,2017-12,False,,2017-12,fix: #40064
2017-12,2017-12,False,,2017-12,mistyped pattern name in css syntax
2017-12,2017-12,True,2017-12,2017-12,Remove extra new lines
2017-12,2017-12,True,2017-12,2017-12,explorer: initial actions to commands transition
2019-10,2017-12,False,,2017-12,inspect all and cpu profile
2017-12,2017-12,True,2017-12,2017-12,Logs should be in the output panel
2017-12,2017-12,True,2017-12,2017-12,Adding test for integrated terminal font-size overflow
2017-12,2017-12,True,2017-12,2017-12,Use the async version of Electron's dialog API
2018-1,2017-12,True,2018-1,2017-12,adding suggestion to search for extension for files are of unknown mime type
2017-12,2017-12,True,2017-12,2017-12,Validate workspace recommended extensions against the marketplace
2017-12,2017-12,True,2017-12,2017-12,Update Ruby indent pattern
2018-1,2017-12,True,2018-1,2017-12,Add region markers for Markdown
2017-12,2017-12,True,2017-12,2017-12,Fixes tests for line/column in terminal
2017-12,2017-12,True,2017-12,2017-12,Update editor.lineNumbers description
2017-12,2017-12,False,,2017-12,Fix #40011: Tweak overflow behaviour when setting tab is narrow
2017-12,2017-12,False,,2017-12,feat(workbench/window): add setting to switch TouchBar on macOS
2017-12,2017-12,True,2017-12,2017-12,updating the md scroll sync to use binary search over linear search
2017-12,2017-12,True,2017-12,2017-12,updating the typescript extension codelens to cache requests for the navtree
2018-5,2017-12,True,2018-5,2017-12,"Feature Addition for Issue #24396 - New ""Keyboard Shortcut"" dialog should display current assignment"
2017-12,2017-12,True,2017-12,2017-12,"Require to use ""-"" when reading from stdin"
2017-12,2017-12,True,2017-12,2017-12,Add theme-specific color customizations. Fix #36860
2017-12,2017-12,True,2017-12,2017-12,Update link color when theme changes. Fixes #40353
2017-12,2017-12,True,2017-12,2017-12,Fix #40011: Tweak overflow behaviour when setting tab is narrow
2017-12,2017-12,True,2017-12,2017-12,Use case-insensitive environment vars on Windows
2017-12,2017-12,True,2017-12,2017-12,Fix circular/infinite dispose Fixes: #40465
2017-12,2017-12,True,2017-12,2017-12,SelectBox select on mouseup only Fixes: #40438
2018-1,2017-12,False,,2017-12,Automatically select type in generated snippet
2018-5,2017-12,True,2018-5,2017-12,Fix backspace in IME composition on iOS Safari
2017-12,2017-12,True,2017-12,2017-12,SelectBox toggle select on 2nd click Fixes: #40513
2018-1,2017-12,False,,2017-12,Focus xterm on first startup. fix #40416
2017-12,2017-12,True,2017-12,2017-12,issue: #40373 default setting for panel location
2018-1,2017-12,True,2018-1,2017-12,Buffer improvements
2017-12,2017-12,True,2017-12,2017-12,Add tooltip on links in markdown preview #30201
2017-12,2017-12,True,2017-12,2017-12,Windows: improved saving as admin
2017-12,2017-12,True,2017-12,2017-12,SelectBox - Return focus to select after mouse selection.  Fixes: #40596
2017-12,2017-12,True,2017-12,2017-12,SelectBox: Trigger custom not native select with Alt-Up. Fixes: #40595
2017-12,2017-12,True,2017-12,2017-12,"workbench: Adds actions for moveEditorToFirstGroup, moveEditorToSecondGroup, moveEditorToThirdGroup"
2017-12,2017-12,False,,2017-12,[Docs] - VSCODE - README.md - minor tweaks (spelling/grammar)
2018-6,2017-12,False,,2017-12,Change default shortcut search history navigation
2017-12,2017-12,True,2017-12,2017-12,Option to disable Touch Bar controls and leave control strip (#38333)
2018-1,2017-12,True,2018-1,2017-12,Switch all schemastore.org URLs to use SSL.
2018-2,2017-12,True,2018-2,2017-12,workbench: Adds 'Show Code Version' Action
2018-1,2017-12,False,,2017-12,Add fixed sized workbench tabs
2018-2,2017-12,True,2018-2,2017-12,added Center Mode (#15684)
2018-1,2017-12,False,,2017-12,Fix capitalization in holiday message
2018-1,2017-12,False,,2017-12,Add user stylesheet
2018-2,2017-12,False,,2017-12,support next-previous change in editor view #7717
2018-2,2017-12,False,,2017-12,Add when contextKey for scm viewlet Fixes #17722
2018-1,2017-12,True,2018-1,2017-12,Add an option to display minimap to the left.
2017-12,2017-12,True,2017-12,2017-12,"fix spelling of issues to issue since ""report issues"" can't be found in the command palette"
2018-1,2017-12,False,,2017-12,reduce padding when close button is left fixes Microsoft/vscode/#39603
2018-1,2017-12,True,2018-1,2017-12,Support terminal bell
2018-1,2017-12,True,2018-1,2017-12,add option to disable terminal exit alert
2017-12,2017-12,True,2017-12,2017-12,:christmas_tree:  SelectBox: First character navigation. Fixes: #40540
2018-6,2017-12,False,,2017-12,Fix DeleteAllLeft when executed from column 1
2017-12,2017-12,True,2017-12,2017-12,"SelectBox add PageUp, PageDown, Home, End Nav. Fixes #40599"
2018-1,2017-12,True,2018-1,2017-12,"Monokai Dimmed & Light Themes - Increase foreground, hover contrast. Fixes: #40731, #40732"
2018-6,2017-12,False,,2017-12,[workbench/fileActions] add focusActiveFileInExplorer action
2018-1,2017-12,True,2018-1,2017-12,Allow alt+F4 to close window in integrated terminal on Windows Fixes #35646
2018-1,2017-12,True,2018-1,2017-12,New settings search UX - #40957
2017-12,2017-12,True,2017-12,2017-12,SelectBox Custom: Hide Drop-down on Dispose.  Fixes: #40962
2018-1,2017-12,False,,2017-12,Update copyright information
2018-1,2018-1,False,,2018-1,Ben/taskmanager
2018-1,2018-1,True,2018-1,2018-1,Remove all PTYSHELLARGs from environment
2018-1,2018-1,True,2018-1,2018-1,Move new CodeAction Api from proposed to vscode.d.ts
2018-1,2018-1,False,,2018-1,fix typo in comment
2018-1,2018-1,True,2018-1,2018-1,Update copyright year to 2018
2018-1,2018-1,True,2018-1,2018-1,#40483 Add user snippets line in the cog button
2018-1,2018-1,False,,2018-1,Add 'enableScrollWhenVisible' to control scroll when Find widget is visible.[#28390]
2018-5,2018-1,False,,2018-1,Make color picker to follow cursor horizontally Fixes #34205
2018-1,2018-1,True,2018-1,2018-1,Fix typo in MergeDecorator class name
2018-1,2018-1,True,2018-1,2018-1,Add option to control width of the line cursor 
2018-1,2018-1,True,2018-1,2018-1,buffer improvement with piece tree
2018-1,2018-1,True,2018-1,2018-1,Clean up terminal config access
2019-10,2018-1,False,,2018-1,WIP make globs case-insensitive by default
2018-9,2018-1,False,,2018-1,Terminal Find: Add Find Next/Previous WIP Fixes: #29661
2018-2,2018-1,False,,2018-1,Save diff editor view state
2018-1,2018-1,True,2018-1,2018-1,Added support for multiple selections in Open Link action
2018-1,2018-1,False,,2018-1,o
2018-1,2018-1,True,2018-1,2018-1,"Adopt list commands for editor's ""Find References"" peek UI"
2018-1,2018-1,True,2018-1,2018-1,Add note to differentiate btw TextDoc & TextEditor
2018-1,2018-1,True,2018-1,2018-1,Fix some English issues in the interactive playground
2018-1,2018-1,True,2018-1,2018-1,Fix hr in github issues
2018-1,2018-1,True,2018-1,2018-1,Clarified documentation for Position functions
2018-1,2018-1,True,2018-1,2018-1,Add log uploader command line util
2018-1,2018-1,True,2018-1,2018-1,Fix typo
2018-9,2018-1,False,,2018-1,saving commit message in scm for reload/reopen
2018-1,2018-1,False,,2018-1,Explorer: multi select
2018-1,2018-1,True,2018-1,2018-1,Use ASAR
2019-10,2018-1,False,,2018-1,Added find all button to find widget
2018-2,2018-1,False,,2018-1,Make diff gutter decorators width configurable
2018-1,2018-1,True,2018-1,2018-1,Run hygiene in a dedicated Travis job
2018-1,2018-1,True,2018-1,2018-1,[ext/yaml] add indentation rules configuration
2018-1,2018-1,True,2018-1,2018-1,Set the minimum height of the xterm scrollbar thumb to 35px
2018-1,2018-1,True,2018-1,2018-1,some when condition polish
2018-1,2018-1,True,2018-1,2018-1,API: Add resourceUri property to TreeItem
2018-1,2018-1,True,2018-1,2018-1,Add optional id property to the tree item
2018-2,2018-1,True,2018-2,2018-1,Add option for always visible action buttons in side panels. 
2018-1,2018-1,False,,2018-1,Fixed --user-data-dir --help description.
2018-1,2018-1,False,,2018-1,SelectBox convert to WorkbenchList WIP
2018-1,2018-1,True,2018-1,2018-1,Explorer multiple selection
2018-1,2018-1,False,,2018-1, _
2018-1,2018-1,True,2018-1,2018-1,fix: add word boundray to check markdown italic
2018-3,2018-1,True,2018-3,2018-1,fix: change default keybinding of cursorColumnSelectUp to ctrl+shift+…
2018-2,2018-1,True,2018-2,2018-1,pass --no-use flag when sourcing nvm in build script 
2018-1,2018-1,True,2018-1,2018-1,Remove hard-coded zebra in running extensions Fixes #40432
2018-1,2018-1,True,2018-1,2018-1,Use HTTPS for npm package.json auto-complete
2018-1,2018-1,False,,2018-1,Don't show credential dialog on startup
2018-1,2018-1,False,,2018-1,find in folder adopt to multi select in explorer
2018-1,2018-1,False,,2018-1,Update vs_code_editor_walkthrough.md
2018-1,2018-1,True,2018-1,2018-1,fix grammar in walkthrough
2018-1,2018-1,True,2018-1,2018-1,Allow renaming/creating/deleting files in a workspaced edit
2018-1,2018-1,True,2018-1,2018-1,"When trigger suggest for incomplete completions, use new kind"
2018-1,2018-1,True,2018-1,2018-1,Add copy command action to keybinding editor context menu
2018-1,2018-1,True,2018-1,2018-1,clean up icon path confusion
2018-1,2018-1,False,,2018-1,"add ""Open workspace..."" link to welcome page"
2018-2,2018-1,False,,2018-1,Make prefill in quick open configurable
2018-1,2018-1,True,2018-1,2018-1,[monaco] fix Microsoft/monaco-editor#642: sync CompletionItemProvider api
2018-1,2018-1,True,2018-1,2018-1,Add win32x64AppId to product.json
2018-1,2018-1,True,2018-1,2018-1,fix: #41516 (wrap with abbrevation)
2018-1,2018-1,True,2018-1,2018-1,Chrisdias/contextkeyglobexpr
2018-2,2018-1,True,2018-2,2018-1,Get emmet completions from css extension
2018-1,2018-1,True,2018-1,2018-1,Add time variables for snippets
2018-1,2018-1,True,2018-1,2018-1,Chunks based text buffer
2018-1,2018-1,True,2018-1,2018-1,Allow loading webview outside of file: origin
2018-1,2018-1,False,,2018-1,40787 Fix italics styling in underscore cased string
2020-1,2018-1,True,2020-1,2018-1,editor.insertSpaceAfterComment setting
2018-1,2018-1,True,2018-1,2018-1,"Correct ""branchs"" to ""branches"" typo"
2018-1,2018-1,True,2018-1,2018-1,Add Issue Reporter #41041
2018-1,2018-1,True,2018-1,2018-1,CodeActionScope
2018-5,2018-1,False,,2018-1,Force keybindings header to behave differently from rows
2018-1,2018-1,True,2018-1,2018-1,[fix-panel-auto-maximize] removes condition which contraints panelHeight
2018-1,2018-1,False,,2018-1,Roblou/autofix settings commas
2018-1,2018-1,True,2018-1,2018-1,support Compound debug configurations across workspace folders 
2018-2,2018-1,False,,2018-1,Webview Api Prototype
2018-1,2018-1,True,2018-1,2018-1,Support Polish in terminal
2018-1,2018-1,False,,2018-1,fixes Issue #41886
2018-1,2018-1,True,2018-1,2018-1,Add workbench.fontAliasing.auto option
2018-1,2018-1,False,,2018-1,Added indentation rules for cpp
2018-1,2018-1,True,2018-1,2018-1,Revert - move striping logic back to javascript
2018-1,2018-1,False,,2018-1,Fix typings for electron.WebviewTag.executeJavaScript
2018-1,2018-1,True,2018-1,2018-1,[monaco] bind ILogService to NullLogService by default
2018-1,2018-1,True,2018-1,2018-1,Fix for issue #41678 enable @ts-check in the builds folder
2018-2,2018-1,False,,2018-1,Plan item #41678 enable @ts-check 
2018-1,2018-1,False,,2018-1,\
2018-1,2018-1,True,2018-1,2018-1,Allow to write large files (> 256 MB)
2018-1,2018-1,True,2018-1,2018-1,Take kind instead of edit in CodeAction ctor
2018-1,2018-1,False,,2018-1,Default to tab indentation
2018-1,2018-1,True,2018-1,2018-1,Use special prefix to tell TS that a resource is in-memory only
2018-1,2018-1,True,2018-1,2018-1,Localize issue reporter
2018-1,2018-1,True,2018-1,2018-1,Fix #41080
2018-1,2018-1,True,2018-1,2018-1,Allow to copy from extension contributions
2018-1,2018-1,True,2018-1,2018-1,Revert - move striping logic back to javascript for running extensions
2018-1,2018-1,True,2018-1,2018-1,Add API to update workspace folders
2018-1,2018-1,True,2018-1,2018-1,"FIXED: issue window opened as modal/child, fixes #42024"
2018-1,2018-1,True,2018-1,2018-1,Update Swift snippets
2018-2,2018-1,True,2018-2,2018-1,fix issue #40848 show extension tab if extension has previously been …
2018-1,2018-1,True,2018-1,2018-1,avoid loading entire backup content for hot exit
2018-1,2018-1,True,2018-1,2018-1,Handle reported extensions
2018-1,2018-1,True,2018-1,2018-1,Display enabled extension information in Issue Reporter
2018-1,2018-1,True,2018-1,2018-1,Issue Reporter: Checkbox for 'reproduces without extensions'
2018-1,2018-1,True,2018-1,2018-1,Add 'Cancel Search' button
2018-1,2018-1,True,2018-1,2018-1,corrected typo
2018-1,2018-1,False,,2018-1,Fix interception of ArrowUp by search viewlet
2018-1,2018-1,True,2018-1,2018-1,Move away from lineWarningLength into validationProvider
2019-10,2018-1,False,,2018-1,[WIP] Implements Color Picker Integration into Command Panel
2018-1,2018-1,True,2018-1,2018-1,Fix #41613
2018-1,2018-1,True,2018-1,2018-1,Workspace recommendations based on usage patterns of others on the same workspace
2018-2,2018-1,True,2018-2,2018-1,Support theming of active line number
2018-1,2018-1,True,2018-1,2018-1,Introduce and adopt workbench.list.openMode
2018-1,2018-1,False,,2018-1,use reportIssueUrl
2018-1,2018-1,True,2018-1,2018-1,Fix typo
2018-3,2018-1,False,,2018-1,Feature Request: add support for innerloop Time-Travel Debugging
2018-1,2018-1,True,2018-1,2018-1,Adding default values for CSS vendor prefixes in emmet
2018-1,2018-1,False,,2018-1,handle all Uris in git.openFile
2018-1,2018-1,False,,2018-1, Fix #42518
2018-2,2018-1,True,2018-2,2018-1,Fix #42494
2018-2,2018-2,True,2018-2,2018-2,Webview Api Prototype
2018-2,2018-2,False,,2018-2,Tyriar/snap
2018-2,2018-2,True,2018-2,2018-2,enable checkJS for the build folder
2018-2,2018-2,True,2018-2,2018-2,Allow middle mouse click to open file entry in the background
2018-2,2018-2,True,2018-2,2018-2,Add terminal move to line start/end commands
2018-4,2018-2,True,2018-4,2018-2,Fix typo
2018-2,2018-2,True,2018-2,2018-2,typos corrected
2018-2,2018-2,True,2018-2,2018-2,typo
2018-8,2018-2,False,,2018-2,Added Copy relative path
2018-2,2018-2,True,2018-2,2018-2,Re-enable the unused variables tslint rule for the hygiene task fixes #42157
2018-2,2018-2,True,2018-2,2018-2,Open issue reporter in same display as workbench
2018-2,2018-2,True,2018-2,2018-2,Emmet - Fixing bug in toggle comment with multi cursor
2018-2,2018-2,True,2018-2,2018-2,Monokai: Use new  dropdown.listBackground to correct contrast Fixes: #42480
2018-2,2018-2,True,2018-2,2018-2,Remove magic number
2018-2,2018-2,True,2018-2,2018-2,Stylistic and grammar fixes in Emmet messages
2018-8,2018-2,True,2018-8,2018-2,Use 'r+' with truncation when saving existing files on Windows
2018-2,2018-2,True,2018-2,2018-2,Remove needless check for array in ContextKeyChangeEvent
2018-3,2018-2,True,2018-3,2018-2,Simplify check lang.mimetypes
2018-2,2018-2,True,2018-2,2018-2,"Issue reporter: Loading process information takes a long time, #42860"
2018-2,2018-2,True,2018-2,2018-2,Fix #42839. avoid ui freeze when file is larger than heap size limit.
2018-2,2018-2,True,2018-2,2018-2,Issue reporter responsive CSS
2018-2,2018-2,False,,2018-2,"""editor.suggestSelection"" fix #42795"
2018-2,2018-2,True,2018-2,2018-2,"""editor.suggestSelection"" fix #42795"
2018-2,2018-2,True,2018-2,2018-2,Leverage native clipboard for file copy/paste
2018-2,2018-2,True,2018-2,2018-2,2018-02-06. Merged in translations from Transifex.
2018-3,2018-2,False,,2018-2,Build VS Code with TS 2.7
2018-2,2018-2,True,2018-2,2018-2,Dropdown: Restore original selection on escape exit Fixes: #42487
2018-2,2018-2,True,2018-2,2018-2,Add dropdown.listBackground color
2018-3,2018-2,False,,2018-2,backticks: Make shell scripts POSIX compliant
2018-7,2018-2,True,2018-7,2018-2,Fixed SCM Badge Issue #42940
2018-2,2018-2,True,2018-2,2018-2,Allow extensions to specify custom tree view resoure type
2018-2,2018-2,True,2018-2,2018-2,Use issue reporter for settings search
2018-3,2018-2,False,,2018-2,Promote extension log API to stable
2018-2,2018-2,False,,2018-2,partial translation to indonesian 
2018-2,2018-2,False,,2018-2,partial translation to indonesia
2018-2,2018-2,False,,2018-2,translation to indonesia
2018-2,2018-2,False,,2018-2,partial translation to indonesia [1132 words]
2018-2,2018-2,True,2018-2,2018-2,Handle uncaught exceptions early on in main
2018-2,2018-2,True,2018-2,2018-2,Make diff gutter decorators width configurable
2018-2,2018-2,True,2018-2,2018-2,Fix html css launch config
2018-2,2018-2,True,2018-2,2018-2,Fix for Emmet's wrap with abbreviation inserting extra spaces
2018-3,2018-2,True,2018-3,2018-2,Fix #40941 - Suggest trigger at language boundaries
2018-2,2018-2,False,,2018-2,Remove comments in json file since they're invalid
2018-2,2018-2,True,2018-2,2018-2,Making the script work with both Python2 and 3
2018-3,2018-2,True,2018-3,2018-2,Allow to filter keyBindings by 'Source'.
2018-2,2018-2,False,,2018-2,Update modesRegistry.ts
2018-8,2018-2,False,,2018-2,File explorer: type to focus.  …
2018-2,2018-2,True,2018-2,2018-2,Fixes #19580; added copy property path action to debug viewlet
2018-4,2018-2,False,,2018-2,confirm extension installation from the welcome page
2018-2,2018-2,False,,2018-2,Allow workspace tsdk 19
2018-5,2018-2,False,,2018-2,run active file in terminal should add backslashes for windows
2018-2,2018-2,True,2018-2,2018-2,Adresses #27393 - Added margin-left: -1px to remove effect of the left border
2018-9,2018-2,False,,2018-2,26952 commit message history
2018-2,2018-2,False,,2018-2,helloworld printing
2018-2,2018-2,False,,2018-2,Create myproject
2018-2,2018-2,False,,2018-2,Update LICENSE.txt
2018-2,2018-2,True,2018-2,2018-2,#42557 fix - make open in command multiselect aware 
2018-9,2018-2,False,,2018-2,Add `allowedEncodings` option (#30857)
2018-2,2018-2,False,,2018-2,Open file issue. Fixes #42726
2018-2,2018-2,True,2018-2,2018-2,Basic terminal splitting
2018-2,2018-2,True,2018-2,2018-2,Isolate inno updater
2018-2,2018-2,False,,2018-2,Allow inputBox to invoke a callback if the input changes
2018-5,2018-2,False,,2018-2,translation to indonesian 
2018-2,2018-2,False,,2018-2,fixes Italic text clip in open editors panel
2018-6,2018-2,False,,2018-2,enclose git option (revision name) in apostrophes
2018-2,2018-2,True,2018-2,2018-2,Folders from path
2018-3,2018-2,True,2018-3,2018-2,make the timeout for formatOnSave configurable
2018-2,2018-2,True,2018-2,2018-2,"Add action to reload the window with disableExtensions set, #43156"
2018-3,2018-2,True,2018-3,2018-2,Added support for links of file paths with spaces (#13245)
2018-2,2018-2,True,2018-2,2018-2,Improve Issue Reporter
2018-2,2018-2,True,2018-2,2018-2,Implement new notifications UX
2018-2,2018-2,False,,2018-2,Add onDidChangeActiveEditor API
2018-2,2018-2,True,2018-2,2018-2,show symbolic links as decorations in explorer
2020-2,2018-2,False,,2018-2,[WIP] Add support for snapshotting
2018-2,2018-2,True,2018-2,2018-2,search panel
2018-2,2018-2,True,2018-2,2018-2,Fixed an error when previewing the first line with Markdown extension
2018-2,2018-2,True,2018-2,2018-2,Tyriar/split simplify
2018-4,2018-2,False,,2018-2,Show same colors on overview ruler as editor gutter for scm modifications
2018-2,2018-2,False,,2018-2,Add reveal in sidebar button to explorer
2018-3,2018-2,True,2018-3,2018-2,Add partial staging actions to diff editor context menu
2018-2,2018-2,True,2018-2,2018-2,Use C++ for '.ipp' file extension
2018-3,2018-2,True,2018-3,2018-2,fixed #38232
2018-2,2018-2,False,,2018-2,fixes #43565
2018-3,2018-2,True,2018-3,2018-2,fixes #43565
2018-2,2018-2,True,2018-2,2018-2,Debug: Added collapse all in debug console Fixes: #38109
2018-7,2018-2,False,,2018-2,Remove git revert message as the action can be achieves by pressing C…
2018-3,2018-2,True,2018-3,2018-2,Fix #43465
2018-2,2018-2,True,2018-2,2018-2,- displays root folder name in multi-folder workspace project
2018-2,2018-2,True,2018-2,2018-2,Make workspace folder modification API stable
2019-8,2018-2,False,,2018-2,Resolve tilde-forwardslash in path to home directory
2018-3,2018-2,True,2018-3,2018-2,Added focus to quick fix widget click
2018-4,2018-2,False,,2018-2,Allow white-spaces after # for region folding in python
2018-2,2018-2,True,2018-2,2018-2,Setting to center the layout when turning on the zen mode
2018-2,2018-2,True,2018-2,2018-2,Html path completion. Fix #2037
2018-2,2018-2,False,,2018-2,Webview API prototype 2
2018-3,2018-2,True,2018-3,2018-2,Fix php grammar update script
2018-2,2018-2,True,2018-2,2018-2,Visual Studio Code does not change when High Contrast is turned on
2018-2,2018-2,True,2018-2,2018-2,proper casing
2018-2,2018-2,False,,2018-2,Add option to hide/show release notes on update #44020
2018-2,2018-2,True,2018-2,2018-2,Enable core node_modules ASAR
2018-4,2018-2,True,2018-4,2018-2,Update package.json to support PowerShell Core shebang lines.
2018-3,2018-2,True,2018-3,2018-2,"Improve Call Stack performance with many threads, fixes #44248"
2018-3,2018-2,True,2018-3,2018-2,Treat full-width character as two visible columns.
2018-2,2018-2,True,2018-2,2018-2,Renaming Close Unmodified to Close Unsaved
2018-6,2018-2,True,2018-6,2018-2,Add option to hide/show release notes on update #44020
2018-2,2018-2,True,2018-2,2018-2,Upgrade to use web audio api in xterm.js
2018-2,2018-2,False,,2018-2,Keep expanded folder after renaming
2018-2,2018-2,True,2018-2,2018-2,Webview API prototype 3
2018-2,2018-2,True,2018-2,2018-2,Disallow drag splitting of non-splittable editors
2018-3,2018-2,True,2018-3,2018-2,Update typings in model.ts to allow nulls
2018-2,2018-2,True,2018-2,2018-2,Keep item expanded after rename
2018-2,2018-2,False,,2018-2,"Fix for ""Cannot read property size of ""undefined"""" when navigate up/d…"
2018-3,2018-2,False,,2018-2,Run Active File In Active Terminal - make file path WSL Bash friendly
2018-5,2018-2,True,2018-5,2018-2,Fixes #44396 - cancel alt up after mouse down on menu
2018-2,2018-2,True,2018-2,2018-2,Fix TypeScript features in Interactive Playground
2018-2,2018-2,True,2018-2,2018-2,typescript.experimental.syntaxFolding
2018-2,2018-2,True,2018-2,2018-2,Scroll sync markdown editor with markdown preview
2018-6,2018-2,True,2018-6,2018-2,Added option whether to show terminal reuse alert
2018-2,2018-2,False,,2018-2,Modified code.iss for non-admin install
2018-2,2018-2,False,,2018-2,Replace @@ICON@@ in the flatpak gulp task
2018-12,2018-2,True,2018-12,2018-2,"Ask to add known huge folders to .gitignore, fixes #44304"
2018-9,2018-2,True,2018-9,2018-2,Update language-configuration.json
2019-10,2018-2,False,,2018-2,Keep expanded items open after rename.
