"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Open Editor refactors","2021-3","2021-3","2021-3",True,"2021-3"
"Adding a language ID for CUDA","2021-3","2021-3","2021-3",False,"null"
"Nvidia/cuda cpp lang","2021-3","2021-3","2021-3",False,"null"
"allow wt description in widget","2021-3","2021-3","2021-3",True,"2021-3"
"Getting started polish","2021-3","2021-3","2021-3",True,"2021-3"
"Make UI progress indicator clearly visible in the quickpick","2021-3","2021-3","2021-3",True,"2021-3"
"Add task to build extension media","2021-3","2021-3","2021-3",True,"2021-3"
"Enable webview tests","2021-3","2021-5","2021-3",True,"2021-5"
"fix #119261 filter also by description in Insert Snippet","2021-3","2021-3","2021-3",True,"2021-3"
"Language detection","2021-3","2021-7","2021-3",False,"null"
"Properly decode wsl.exe -l output","2021-3","2021-3","2021-3",True,"2021-3"
"Try to find ports with a root process","2021-3","2021-3","2021-3",True,"2021-3"
"Allow skipping network initialization when value exists in disk cache","2021-3","2021-3","2021-3",False,"null"
"Terminal profile fixes","2021-3","2021-3","2021-3",True,"2021-3"
"Add support for JSDoc link tags ","2021-3","2021-3","2021-3",True,"2021-3"
"Try fixing leak of backlayer webviews for notebook diffs","2021-3","2021-3","2021-3",True,"2021-3"
"fix(search): preserve case when match start with lowercase char","2021-3","2021-3","2021-3",True,"2021-3"
"New user feedback survey","2021-3","2021-3","2021-3",True,"2021-3"
"Fix terminal panel not being focused on first create after reload","2021-3","2021-3","2021-3",True,"2021-3"
"Enable setTextDocumentLanguage","2021-3","2021-4","2021-3",True,"2021-4"
"Add a grammar for cuda-cpp","2021-3","2021-3","2021-3",False,"null"
"Add a problem matcher for cuda-cpp based on nvcc output","2021-3","2021-3","2021-3",False,"null"
"Add cuda-cpp lang id, grammar and problem matchers","2021-3","2021-3","2021-3",True,"2021-3"
"feat: change minSize for sash","2021-3","2021-3","2021-3",False,"null"
"Update seti-ui file icons","2021-3","2021-4","2021-3",True,"2021-4"
"Fixes #111814","2021-3","2021-3","2021-3",True,"2021-3"
"snap-build-linux.yml: use ""snap pack"" to get LZO","2021-3","2021-3","2021-3",True,"2021-3"
"Feature: New command - Delete Duplicate Lines","2021-3","2021-10","2021-3",True,"2021-10"
"Workspace trust - multi-window improvements","2021-3","2021-3","2021-3",True,"2021-3"
"Allow tests to be loaded asynchronously","2021-3","2021-3","2021-3",True,"2021-3"
"terminal fixes","2021-3","2021-3","2021-3",False,"null"
"Fix a random typo in recent commit","2021-3","2021-3","2021-3",True,"2021-3"
"feat: add typographer option for markdown preview","2021-3","2021-3","2021-3",True,"2021-3"
"Workspace trust - API feedback","2021-3","2021-3","2021-3",True,"2021-3"
"Revisit webviewExternalEndpoint in environment","2021-3","2021-3","2021-3",True,"2021-3"
"Add schema to profiles settings","2021-3","2021-3","2021-3",True,"2021-3"
"Allow AppleScript from terminal. references #119787","2021-3","2021-3","2021-3",False,"null"
"Add a placeholder for already forwarded root ports","2021-3","2021-3","2021-3",True,"2021-3"
"Show current DataBreakpoint access type in ""Breakpoints"" view (#119588)","2021-3","2021-3","2021-3",True,"2021-3"
"Update C# Grammar","2021-3","2021-3","2021-3",False,"null"
"Adds ${columnNumber} configuration variable to tasks.json and launch.json.","2021-3","2021-6","2021-3",False,"null"
