"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"remove the nested test suite","2021-4","2021-7","2021-4",False,"null"
"notebook debt","2021-4","2021-10","2021-4",False,"null"
"Use single quotes instead of double quotes","2021-4","2021-4","2021-4",True,"2021-4"
"fix #122699","2021-4","2021-4","2021-4",True,"2021-4"
"Add syntaxes highlight support for .toml files","2021-4","2021-5","2021-4",False,"null"
"Workspace trust transition participants","2021-4","2021-5","2021-4",True,"2021-5"
"Ensure non-selected tab actions apply to correct instance","2021-4","2021-4","2021-4",True,"2021-4"
"Disable tabs by default","2021-4","2021-4","2021-4",True,"2021-4"
"Fix multiple editors being marked as active","2021-4","2021-4","2021-4",True,"2021-4"
"Fix Notebook Cell URI","2021-4","2021-4","2021-4",True,"2021-4"
"Fix Notebook Cell URI","2021-4","2021-5","2021-4",True,"2021-5"
"Try to block webviews from cancelling unloads","2021-4","2021-4","2021-4",True,"2021-4"
"Fix cell keybindings prompt","2021-4","2021-4","2021-4",True,"2021-4"
"test commit","2021-4","2021-4","2021-4",False,"null"
"Fix #122741: Change vertical positions of the walkthrough titles and close-icons to center","2021-5","2021-5","2021-5",True,"2021-5"
"Improve docs for TextEditor.setDecorations","2021-5","2021-5","2021-5",True,"2021-5"
"Alternative Recent Items menu in MacOS Dock","2021-5","2021-9","2021-5",False,"null"
"Fixes pascalCase snippet formatter fails to process numbers","2021-5","2021-5","2021-5",True,"2021-5"
"Fix#122692: Hide the inline actions when the width is below a certain threshold (79 pixels)","2021-5","2021-5","2021-5",False,"null"
"Only disable onbeforeunload if using iframe based webviews","2021-5","2021-5","2021-5",False,"null"
"Fix#120826: Wrap the rating stars as well as  ""tht13.html-preview-vscode""","2021-5","2021-5","2021-5",False,"null"
"Apply aria label to tabs monaco-list-row elements","2021-5","2021-5","2021-5",True,"2021-5"
"Allow rapid render in sandbox (#122828)","2021-5","2021-5","2021-5",True,"2021-5"
"Block windows/iframes from preventing the unload","2021-5","2021-5","2021-5",True,"2021-5"
