"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Move ext host to where it is used","2019-1","2019-1","2019-1",True,"2019-1"
"Fix settings centering issue","2019-1","2019-1","2019-1",True,"2019-1"
"Fix the ""tsc watch"" task when references are used","2019-1","2019-1","2019-1",True,"2019-1"
"Fixing Intelisense verbosity with screen readers","2019-1","2019-3","2019-1",True,"2019-3"
"Move cursor inside braces","2019-1","2019-1","2019-1",True,"2019-1"
"Changed keybinding to select current line -issue 59003","2019-1","2019-2","2019-1",True,"2019-2"
"Resolve vars in text for sendSequence to Terminal","2019-1","2019-2","2019-1",True,"2019-2"
"Update nvmrc to node 8","2019-1","2019-1","2019-1",True,"2019-1"
"reaction api","2019-1","2019-1","2019-1",True,"2019-1"
"Applied shellcheck fixes to shell scripts in scripts","2019-1","2019-1","2019-1",False,"null"
"Delay extension host until workspace is completely initialised","2019-1","2019-2","2019-1",True,"2019-2"
"Add a task lifecycle event for when a depends on task is started","2019-1","2019-1","2019-1",True,"2019-1"
"[json] semantic selection","2019-1","2019-1","2019-1",True,"2019-1"
"Added event for use in better workspace tagging","2019-1","2019-2","2019-1",True,"2019-2"
"Fixed #64679 - Delete Lines now works with multiple selections on multiple lines","2019-1","2019-2","2019-1",True,"2019-2"
"Use hideable views for workbench parts","2019-1","2019-1","2019-1",True,"2019-1"
"comments","2019-1","2019-1","2019-1",False,"null"
"Add canAddExtension & canRemoveExtension methods to IExtensionService","2019-1","2019-1","2019-1",True,"2019-1"
"Fix jSDocCompletion deprecation message","2019-1","2019-1","2019-1",True,"2019-1"
"Update filter icons","2019-1","2019-1","2019-1",True,"2019-1"
"debugger console recognizes italic ansi code","2019-1","2019-3","2019-1",True,"2019-3"
"Treat .swcrc file as json","2019-1","2019-2","2019-1",True,"2019-2"
"adding back serialization","2019-1","2019-8","2019-1",False,"null"
"Add git.pullTags setting","2019-1","2019-5","2019-1",True,"2019-5"
"Use jsonc.parse instead of JSON.parse when parsing tsconfig.json, fixing bug where `-b` flag is not activated when tsconfig.json contains comments.","2019-1","2019-1","2019-1",True,"2019-1"
"fix #65585","2019-1","2019-1","2019-1",False,"null"
"set screencast to display 15 characters","2019-1","2019-8","2019-1",True,"2019-8"
"rejected promise not handled verbose message","2019-1","2019-2","2019-1",True,"2019-2"
"[Screencast] Add border for keys","2019-1","2019-8","2019-1",True,"2019-8"
"Fix #67687","2019-2","2019-2","2019-2",True,"2019-2"
"files - let copy/move of same file path be a no-op","2019-2","2019-2","2019-2",True,"2019-2"
"Increase spacing between keybinding keys","2019-2","2019-2","2019-2",True,"2019-2"
"Remove stray log","2019-2","2019-2","2019-2",True,"2019-2"
"Fix infinite relayout of comment widget.","2019-2","2019-2","2019-2",True,"2019-2"
"Prevent Explorer from refreshing nodes which were never resolved","2019-2","2019-2","2019-2",True,"2019-2"
"Fix wrong hover on empty when column","2019-2","2019-2","2019-2",True,"2019-2"
"Show extension origin in `source` column of keybindings GUI","2019-2","2019-3","2019-2",False,"null"
"[Screencast] Smooth showing/hiding of marker","2019-2","2019-8","2019-2",True,"2019-8"
"Add git diff terminal link handler","2019-2","2019-2","2019-2",True,"2019-2"
"Remove ""Experimental setting"" from proxy support setting","2019-2","2019-2","2019-2",True,"2019-2"
"Glob: * does not match empty string","2019-2","2019-2","2019-2",True,"2019-2"
"debt - cleanup storage leftovers","2019-2","2019-2","2019-2",True,"2019-2"
"Remove ""Experimental setting"" from proxy support setting","2019-2","2019-2","2019-2",True,"2019-2"
"Update distro commit","2019-2","2019-2","2019-2",True,"2019-2"
"properly initialise rendering data for multi-thread case","2019-2","2019-2","2019-2",False,"null"
"properly initialise rendering data for multi-thread case","2019-2","2019-2","2019-2",True,"2019-2"
"Treat Composer lock files as JSON by default","2019-2","2019-2","2019-2",True,"2019-2"
"Fixes #67860","2019-2","2019-2","2019-2",True,"2019-2"
"Fix explorer DND regression","2019-2","2019-2","2019-2",True,"2019-2"
"Add Terminal.dimensions and window.onDidChangeTerminalDimensions proposed APIs","2019-2","2019-2","2019-2",True,"2019-2"
"Makefile colorizing tests - handling variable expansion in a variable name","2019-2","2019-2","2019-2",True,"2019-2"
"Move terminal renderer API to stable","2019-2","2019-3","2019-2",False,"null"
"remove duplicate font declarations for menu","2019-2","2019-2","2019-2",True,"2019-2"
"Upgrade to gulp4","2019-2","2019-2","2019-2",True,"2019-2"
