"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Automatically switch terminal renderer if it's slow","2018-8","2018-9","2018-8",False,"null"
"Show warning when enabling proposed api for non-installed extensions","2018-8","2018-8","2018-8",True,"2018-8"
"Fix bug causing workspace recommendations to go away upon ignoring a recommendation","2018-8","2018-8","2018-8",True,"2018-8"
"Aeschli/nls orig","2018-8","2018-8","2018-8",False,"null"
"Tests about to check the improvements: ${}, $$, and $(shell ()).","2018-8","2018-8","2018-8",True,"2018-8"
"Update tree list selection bg color","2018-8","2018-8","2018-8",False,"null"
"Update xterm","2018-8","2018-8","2018-8",True,"2018-8"
"Bring back the old menu due to electron 2.0 issues","2018-8","2018-8","2018-8",True,"2018-8"
"Extract autosuggest editor to own class; bring into settings","2018-8","2018-8","2018-8",True,"2018-8"
"Understand json activity","2018-8","2018-8","2018-8",True,"2018-8"
"Show appropriate error message when extension gallery service is not accessible","2018-8","2018-8","2018-8",False,"null"
"SelectBox: space hide WIP for #55750","2018-8","2018-9","2018-8",False,"null"
"Hide the feedback form after clicking Submit a bug","2018-8","2018-8","2018-8",True,"2018-8"
"Make sure prefix detection starts from start of the file name","2018-8","2018-8","2018-8",True,"2018-8"
"@import completion for css/scss/less. Fix #51331","2018-8","2018-8","2018-8",True,"2018-8"
"Fixing text when reverting changes for deleted file","2018-8","2018-9","2018-8",True,"2018-9"
"Adding the git.showStagedChangesResourceGroup config property","2018-8","2018-9","2018-8",True,"2018-9"
"Improve UX for deprecated settings","2018-8","2018-8","2018-8",True,"2018-8"
"Append file extension to ""Don't Show Again"" menu item label","2018-8","2018-8","2018-8",True,"2018-8"
"Monokai fixes","2018-8","2018-8","2018-8",False,"null"
"Remove terminal menu from 1.26 stable","2018-8","2018-8","2018-8",True,"2018-8"
"Update highlighted text color on selected rows","2018-8","2018-8","2018-8",True,"2018-8"
"update test/smoke typescript version","2018-8","2018-8","2018-8",False,"null"
"update test/smoke typescript version","2018-8","2018-8","2018-8",False,"null"
"demote menubar from part","2018-8","2018-8","2018-8",True,"2018-8"
"Middle Click to remove breakpoint","2018-8","2018-8","2018-8",True,"2018-8"
"Fix bug disallowing saving in setting seditor and keybindings editor","2018-8","2018-8","2018-8",False,"null"
"Use npm view to populate info box","2018-8","2019-6","2018-8",True,"2019-6"
"Allow empty git commit","2018-8","2018-9","2018-8",True,"2018-9"
"Allowing completion details to be selected","2018-8","2018-10","2018-8",False,"null"
"Notify number of outdated extensions on Check for Extension updates action","2018-8","2018-8","2018-8",True,"2018-8"
