"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Improve LinkDetector","2019-9","2019-9","2019-9",True,"2019-9"
"Adopt icon fonts in Search viewlet","2019-9","2019-9","2019-9",True,"2019-9"
"Adopt icon font in explorer","2019-9","2019-9","2019-9",True,"2019-9"
"Fire onDidChangeReplElements directly from ReplModel","2019-9","2019-9","2019-9",True,"2019-9"
"A readOnly editor doesn't honor readonly in the textArea","2019-9","2019-9","2019-9",True,"2019-9"
"git: Initial support for filters declared in .gitattributes","2019-9","2020-6","2019-9",False,"null"
"Fix to allow for optional chain token in completions","2019-9","2019-9","2019-9",True,"2019-9"
"Process debug adapter messages in separate tasks; see #33822, #79196","2019-9","2019-12","2019-9",True,"2019-12"
"Add tasks config in workspace file","2019-9","2019-10","2019-9",True,"2019-10"
"Add support for touch events on the suggest widget (Fixes #78984)","2019-9","2019-9","2019-9",True,"2019-9"
"Adopt icon font in tree widgets and panels","2019-9","2019-9","2019-9",True,"2019-9"
"Add paste option on right click for terminal","2019-9","2019-10","2019-9",True,"2019-10"
"Split event into multiple","2019-9","2019-9","2019-9",True,"2019-9"
"xterm@4.1.0-beta8","2019-9","2019-9","2019-9",True,"2019-9"
"Merge pull request #1 from microsoft/master","2019-9","2019-9","2019-9",False,"null"
"Revert ""Mark arrays used in public apis events as readonly""","2019-9","2019-9","2019-9",True,"2019-9"
"Make changes to tasks to allow tasks from User Settings and workspace file","2019-9","2019-9","2019-9",True,"2019-9"
"Add tasks to user configuration","2019-9","2019-12","2019-9",True,"2019-12"
"Expose ProgressLocation.Dialog as part of the extension host API","2019-9","2019-10","2019-9",False,"null"
"Update Octicons to use new style","2019-9","2019-9","2019-9",True,"2019-9"
"Adding basic save service","2019-9","2019-11","2019-9",False,"null"
"CSS - Search in parent folders for node module resolution","2019-9","2020-5","2019-9",True,"2020-5"
"Adopt icon font in settings","2019-9","2019-9","2019-9",True,"2019-9"
"Fix typo in batch replacement pop-up","2019-9","2019-9","2019-9",True,"2019-9"
"editor, modes.ts: documentation, fix broken link","2019-9","2019-9","2019-9",True,"2019-9"
"Save all and commit fix","2019-9","2019-9","2019-9",True,"2019-9"
"update to electron 6.0.x","2019-9","2019-10","2019-9",True,"2019-10"
"Fix 81779 Preserve Case Hyphen and Underscore replacement issues ","2019-10","2019-10","2019-10",True,"2019-10"
"Added Comment for endlocal","2019-10","2019-10","2019-10",False,"null"
"fix","2019-10","2019-10","2019-10",True,"2019-10"
"Use yarn compile for start scripts","2019-10","2019-10","2019-10",True,"2019-10"
"SCM: Display current line length in source control commit message input (Closes 81029)","2019-10","2020-9","2019-10",False,"null"
"Fix-81729 Preserve case in Search and Replace isn't working when I use group substitution","2019-10","2019-10","2019-10",True,"2019-10"
"Fix image preview should zoom into center of image","2019-10","2019-10","2019-10",True,"2019-10"
"Improved logging for file rename event","2019-10","2019-10","2019-10",False,"null"
